Calendar Year,System Type,Inter/Intra,Commodity,Total Miles,Total Breakout Tanks,Operator Count,Operator Count, VALUEOF(PORTAL_DATE),HL Total Pipe Miles,Miles of Gathering
2011,HAZARDOUS LIQUID,INTRASTATE,REFINED PP,335.5,0,1,2731,2017-03-07 04:06:52,335.5,0
2011,HAZARDOUS LIQUID,INTRASTATE,REFINED PP,1,0,1,3345,2017-03-07 04:06:52,1,0
2011,HAZARDOUS LIQUID,INTRASTATE,REFINED PP,20.2,0,1,4430,2017-03-07 04:06:52,20.2,
2011,HAZARDOUS LIQUID,INTRASTATE,REFINED PP,605.17,15,1,4906,2017-03-07 04:06:52,605.17,0
2011,HAZARDOUS LIQUID,INTRASTATE,REFINED PP,55.39,0,1,4908,2017-03-07 04:06:52,55.39,0
2011,HAZARDOUS LIQUID,INTRASTATE,REFINED PP,33.65,0,1,5320,2017-03-07 04:06:52,33.65,0
2011,HAZARDOUS LIQUID,INTRASTATE,REFINED PP,36,0,1,6911,2017-03-07 04:06:52,36,0
2011,HAZARDOUS LIQUID,INTRASTATE,REFINED PP,2,2,1,8014,2017-03-07 04:06:52,2,0
2011,HAZARDOUS LIQUID,INTRASTATE,REFINED PP,49.4,0,1,8166,2017-03-07 04:06:52,49.4,0
2011,HAZARDOUS LIQUID,INTRASTATE,REFINED PP,11.8,0,1,8175,2017-03-07 04:06:52,11.8,0
2011,HAZARDOUS LIQUID,INTRASTATE,REFINED PP,21.64,1,1,10012,2017-03-07 04:06:52,21.64,0
2011,HAZARDOUS LIQUID,INTRASTATE,REFINED PP,27.5,0,1,11551,2017-03-07 04:06:52,27.5,0
2011,HAZARDOUS LIQUID,INTRASTATE,REFINED PP,31.3,9,1,12624,2017-03-07 04:06:52,31.3,0
2011,HAZARDOUS LIQUID,INTRASTATE,REFINED PP,5,0,1,12628,2017-03-07 04:06:52,5,
2011,HAZARDOUS LIQUID,INTRASTATE,REFINED PP,20.5,0,1,14194,2017-03-07 04:06:52,20.5,0
2011,HAZARDOUS LIQUID,INTRASTATE,REFINED PP,18,0,1,15156,2017-03-07 04:06:52,18,0
2011,HAZARDOUS LIQUID,INTRASTATE,REFINED PP,195.738,3,1,15485,2017-03-07 04:06:52,195.738,0
2011,HAZARDOUS LIQUID,INTRASTATE,REFINED PP,9,0,1,15645,2017-03-07 04:06:52,9,0
2011,HAZARDOUS LIQUID,INTRASTATE,REFINED PP,105,0,1,15851,2017-03-07 04:06:52,105,
2011,HAZARDOUS LIQUID,INTRASTATE,REFINED PP,9.5,2,1,15915,2017-03-07 04:06:52,9.5,0
2011,HAZARDOUS LIQUID,INTRASTATE,REFINED PP,1088.951,42,1,18092,2017-03-07 04:06:52,1088.951,0
2011,HAZARDOUS LIQUID,INTRASTATE,REFINED PP,632,34,1,18386,2017-03-07 04:06:52,632,0
2011,HAZARDOUS LIQUID,INTRASTATE,REFINED PP,493.11,10,1,18718,2017-03-07 04:06:52,493.11,0
2011,HAZARDOUS LIQUID,INTRASTATE,REFINED PP,19,0,1,19319,2017-03-07 04:06:52,19,0
2011,HAZARDOUS LIQUID,INTRASTATE,REFINED PP,19.07,0,1,20202,2017-03-07 04:06:52,19.07,0
2011,HAZARDOUS LIQUID,INTRASTATE,REFINED PP,17,0,1,21359,2017-03-07 04:06:52,17,0
2011,HAZARDOUS LIQUID,INTRASTATE,REFINED PP,29.5,5,1,22610,2017-03-07 04:06:52,29.5,
2011,HAZARDOUS LIQUID,INTRASTATE,REFINED PP,21.62,0,1,22830,2017-03-07 04:06:52,21.62,0
2011,HAZARDOUS LIQUID,INTRASTATE,REFINED PP,854.58,17,1,22855,2017-03-07 04:06:52,854.58,0
2011,HAZARDOUS LIQUID,INTRASTATE,REFINED PP,312.91,1,1,25146,2017-03-07 04:06:52,312.91,0
2011,HAZARDOUS LIQUID,INTRASTATE,REFINED PP,51.851,3,1,26039,2017-03-07 04:06:52,51.851,0
2011,HAZARDOUS LIQUID,INTRASTATE,REFINED PP,37.28,159,1,26041,2017-03-07 04:06:52,37.28,0
2011,HAZARDOUS LIQUID,INTRASTATE,REFINED PP,23.9,2,1,26045,2017-03-07 04:06:52,23.9,0
2011,HAZARDOUS LIQUID,INTRASTATE,REFINED PP,48,5,1,26048,2017-03-07 04:06:52,48,0
2011,HAZARDOUS LIQUID,INTRASTATE,REFINED PP,246,13,1,26049,2017-03-07 04:06:52,246,0
2011,HAZARDOUS LIQUID,INTRASTATE,REFINED PP,7,0,1,26054,2017-03-07 04:06:52,7,0
2011,HAZARDOUS LIQUID,INTRASTATE,REFINED PP,20.7,0,1,26065,2017-03-07 04:06:52,20.7,0
2011,HAZARDOUS LIQUID,INTRASTATE,REFINED PP,6.27,23,1,26085,2017-03-07 04:06:52,6.27,0
2011,HAZARDOUS LIQUID,INTRASTATE,REFINED PP,32.4,69,1,26094,2017-03-07 04:06:52,32.4,0
2011,HAZARDOUS LIQUID,INTRASTATE,REFINED PP,1.85,0,1,26111,2017-03-07 04:06:52,1.85,
2011,HAZARDOUS LIQUID,INTRASTATE,REFINED PP,45.49,3,1,26112,2017-03-07 04:06:52,45.49,0
2011,HAZARDOUS LIQUID,INTRASTATE,REFINED PP,66.58,32,1,26125,2017-03-07 04:06:52,66.58,0
2011,HAZARDOUS LIQUID,INTRASTATE,REFINED PP,187,14,1,26134,2017-03-07 04:06:52,187,0
2011,HAZARDOUS LIQUID,INTRASTATE,REFINED PP,3,4,1,30003,2017-03-07 04:06:52,3,0
2011,HAZARDOUS LIQUID,INTRASTATE,REFINED PP,8.95,0,1,30005,2017-03-07 04:06:52,8.95,0
2011,HAZARDOUS LIQUID,INTRASTATE,REFINED PP,6.835,1,1,30683,2017-03-07 04:06:52,6.835,0
2011,HAZARDOUS LIQUID,INTRASTATE,REFINED PP,15.91,0,1,30709,2017-03-07 04:06:52,15.91,0
2011,HAZARDOUS LIQUID,INTRASTATE,REFINED PP,69.2,0,1,30735,2017-03-07 04:06:52,69.2,0
2011,HAZARDOUS LIQUID,INTRASTATE,REFINED PP,236.415,0,1,30755,2017-03-07 04:06:52,236.415,0
2011,HAZARDOUS LIQUID,INTRASTATE,REFINED PP,40.46,0,1,30756,2017-03-07 04:06:52,40.46,0
2011,HAZARDOUS LIQUID,INTRASTATE,REFINED PP,55,0,1,30777,2017-03-07 04:06:52,55,
2011,HAZARDOUS LIQUID,INTRASTATE,REFINED PP,41,0,1,30781,2017-03-07 04:06:52,41,0
2011,HAZARDOUS LIQUID,INTRASTATE,REFINED PP,7.1,1,1,30901,2017-03-07 04:06:52,7.1,0
2011,HAZARDOUS LIQUID,INTRASTATE,REFINED PP,35,27,1,30909,2017-03-07 04:06:52,35,
2011,HAZARDOUS LIQUID,INTRASTATE,REFINED PP,45.33,0,1,30959,2017-03-07 04:06:52,45.33,0
2011,HAZARDOUS LIQUID,INTRASTATE,REFINED PP,48.1,0,1,31023,2017-03-07 04:06:52,48.1,0
2011,HAZARDOUS LIQUID,INTRASTATE,REFINED PP,14,0,1,31049,2017-03-07 04:06:52,14,0
2011,HAZARDOUS LIQUID,INTRASTATE,REFINED PP,2.784,19,1,31051,2017-03-07 04:06:52,2.784,0
2011,HAZARDOUS LIQUID,INTRASTATE,REFINED PP,1.13,4,1,31057,2017-03-07 04:06:52,1.13,0
2011,HAZARDOUS LIQUID,INTRASTATE,REFINED PP,1.73,0,1,31082,2017-03-07 04:06:52,1.73,
2011,HAZARDOUS LIQUID,INTRASTATE,REFINED PP,12.1,4,1,31130,2017-03-07 04:06:52,12.1,0
2011,HAZARDOUS LIQUID,INTRASTATE,REFINED PP,1.459,10,1,31135,2017-03-07 04:06:52,1.459,0
2011,HAZARDOUS LIQUID,INTRASTATE,REFINED PP,12,0,1,31136,2017-03-07 04:06:52,12,0
2011,HAZARDOUS LIQUID,INTRASTATE,REFINED PP,240.8,60,1,31174,2017-03-07 04:06:52,240.8,0
2011,HAZARDOUS LIQUID,INTRASTATE,REFINED PP,73,0,1,31189,2017-03-07 04:06:52,73,0
2011,HAZARDOUS LIQUID,INTRASTATE,REFINED PP,2,0,1,31312,2017-03-07 04:06:52,2,0
2011,HAZARDOUS LIQUID,INTRASTATE,REFINED PP,173.338,0,1,31371,2017-03-07 04:06:52,173.338,0
2011,HAZARDOUS LIQUID,INTRASTATE,REFINED PP,10.61,17,1,31420,2017-03-07 04:06:52,10.61,0
2011,HAZARDOUS LIQUID,INTRASTATE,REFINED PP,42,0,1,31443,2017-03-07 04:06:52,42,0
2011,HAZARDOUS LIQUID,INTRASTATE,REFINED PP,849.4,17,1,31454,2017-03-07 04:06:52,849.4,0
2011,HAZARDOUS LIQUID,INTRASTATE,REFINED PP,18.81,0,1,31460,2017-03-07 04:06:52,18.81,0
2011,HAZARDOUS LIQUID,INTRASTATE,REFINED PP,2,0,1,31502,2017-03-07 04:06:52,2,
2011,HAZARDOUS LIQUID,INTRASTATE,REFINED PP,10,0,1,31526,2017-03-07 04:06:52,10,0
2011,HAZARDOUS LIQUID,INTRASTATE,REFINED PP,52,9,1,31538,2017-03-07 04:06:52,52,0
2011,HAZARDOUS LIQUID,INTRASTATE,REFINED PP,14,2,1,31579,2017-03-07 04:06:52,14,
2011,HAZARDOUS LIQUID,INTRASTATE,REFINED PP,22,93,1,31580,2017-03-07 04:06:52,22,
2011,HAZARDOUS LIQUID,INTRASTATE,REFINED PP,5.07,0,1,31583,2017-03-07 04:06:52,5.07,0
2011,HAZARDOUS LIQUID,INTRASTATE,REFINED PP,104,74,1,31610,2017-03-07 04:06:52,104,0
2011,HAZARDOUS LIQUID,INTRASTATE,REFINED PP,681.022,0,1,31618,2017-03-07 04:06:52,681.022,0
2011,HAZARDOUS LIQUID,INTRASTATE,REFINED PP,133.59,16,1,31684,2017-03-07 04:06:52,133.59,0
2011,HAZARDOUS LIQUID,INTRASTATE,REFINED PP,22,0,1,31721,2017-03-07 04:06:52,22,0
2011,HAZARDOUS LIQUID,INTRASTATE,REFINED PP,22.726,0,1,31723,2017-03-07 04:06:52,22.726,
2011,HAZARDOUS LIQUID,INTRASTATE,REFINED PP,12.28,12,1,31779,2017-03-07 04:06:52,12.28,0
2011,HAZARDOUS LIQUID,INTRASTATE,REFINED PP,4.17,0,1,31822,2017-03-07 04:06:52,4.17,0
2011,HAZARDOUS LIQUID,INTRASTATE,REFINED PP,6,6,1,31847,2017-03-07 04:06:52,6,0
2011,HAZARDOUS LIQUID,INTRASTATE,REFINED PP,1.61,0,1,31849,2017-03-07 04:06:52,1.61,0
2011,HAZARDOUS LIQUID,INTRASTATE,REFINED PP,10.4,0,1,31863,2017-03-07 04:06:52,10.4,0
2011,HAZARDOUS LIQUID,INTRASTATE,REFINED PP,1.2,0,1,31874,2017-03-07 04:06:52,1.2,0
2011,HAZARDOUS LIQUID,INTRASTATE,REFINED PP,5.45,0,1,31877,2017-03-07 04:06:52,5.45,0
2011,HAZARDOUS LIQUID,INTRASTATE,REFINED PP,5.4,0,1,31933,2017-03-07 04:06:52,5.4,0
2011,HAZARDOUS LIQUID,INTRASTATE,REFINED PP,34.693,0,1,31970,2017-03-07 04:06:52,34.693,0
2011,HAZARDOUS LIQUID,INTRASTATE,REFINED PP,1.94,12,1,32009,2017-03-07 04:06:52,1.94,
2011,HAZARDOUS LIQUID,INTRASTATE,REFINED PP,597,14,1,32011,2017-03-07 04:06:52,597,0
2011,HAZARDOUS LIQUID,INTRASTATE,REFINED PP,4,24,1,32044,2017-03-07 04:06:52,4,0
2011,HAZARDOUS LIQUID,INTRASTATE,REFINED PP,,,1,32062,2017-03-07 04:06:52,,
2011,HAZARDOUS LIQUID,INTRASTATE,REFINED PP,1.558,1,1,32082,2017-03-07 04:06:52,1.558,0
2011,HAZARDOUS LIQUID,INTRASTATE,REFINED PP,7,0,1,32095,2017-03-07 04:06:52,7,0
2011,HAZARDOUS LIQUID,INTRASTATE,REFINED PP,80.86,0,1,32109,2017-03-07 04:06:52,80.86,0
2011,HAZARDOUS LIQUID,INTRASTATE,REFINED PP,36.69,9,1,32120,2017-03-07 04:06:52,36.69,0
2011,HAZARDOUS LIQUID,INTRASTATE,REFINED PP,13,13,1,32135,2017-03-07 04:06:52,13,
2011,HAZARDOUS LIQUID,INTRASTATE,REFINED PP,10.27,0,1,32142,2017-03-07 04:06:52,10.27,
2011,HAZARDOUS LIQUID,INTRASTATE,REFINED PP,151.1,0,1,32147,2017-03-07 04:06:52,151.1,0
2011,HAZARDOUS LIQUID,INTRASTATE,REFINED PP,4.63,0,1,32161,2017-03-07 04:06:52,4.63,0
2011,HAZARDOUS LIQUID,INTRASTATE,REFINED PP,5.5,0,1,32174,2017-03-07 04:06:52,5.5,0
2011,HAZARDOUS LIQUID,INTRASTATE,REFINED PP,13.8,0,1,32223,2017-03-07 04:06:52,13.8,0
2011,HAZARDOUS LIQUID,INTRASTATE,REFINED PP,13.43,0,1,32253,2017-03-07 04:06:52,13.43,0
2011,HAZARDOUS LIQUID,INTRASTATE,REFINED PP,14,2,1,32272,2017-03-07 04:06:52,14,0
2011,HAZARDOUS LIQUID,INTRASTATE,REFINED PP,51,0,1,32277,2017-03-07 04:06:52,51,0
2011,HAZARDOUS LIQUID,INTRASTATE,REFINED PP,12.3,0,1,32284,2017-03-07 04:06:52,12.3,0
2011,HAZARDOUS LIQUID,INTRASTATE,REFINED PP,2,0,1,32296,2017-03-07 04:06:52,2,0
2011,HAZARDOUS LIQUID,INTRASTATE,REFINED PP,43.2,1,1,32318,2017-03-07 04:06:52,43.2,0
2011,HAZARDOUS LIQUID,INTRASTATE,REFINED PP,8.266,0,1,32331,2017-03-07 04:06:52,8.266,0
2011,HAZARDOUS LIQUID,INTRASTATE,REFINED PP,15.3,0,1,32346,2017-03-07 04:06:52,15.3,0
2011,HAZARDOUS LIQUID,INTRASTATE,REFINED PP,1.5,0,1,32364,2017-03-07 04:06:52,1.5,0
2011,HAZARDOUS LIQUID,INTRASTATE,REFINED PP,14.37,0,1,32386,2017-03-07 04:06:52,14.37,0
2011,HAZARDOUS LIQUID,INTRASTATE,REFINED PP,42.56,0,1,32453,2017-03-07 04:06:52,42.56,0
2011,HAZARDOUS LIQUID,INTRASTATE,REFINED PP,,2,1,32473,2017-03-07 04:06:52,,
2011,HAZARDOUS LIQUID,INTRASTATE,REFINED PP,0.085,1,1,32517,2017-03-07 04:06:52,0.085,
2011,HAZARDOUS LIQUID,INTRASTATE,REFINED PP,4.2,0,1,32522,2017-03-07 04:06:52,4.2,0
2011,HAZARDOUS LIQUID,INTRASTATE,REFINED PP,3.6,2,1,32572,2017-03-07 04:06:52,3.6,0
2011,HAZARDOUS LIQUID,INTRASTATE,REFINED PP,29.7,49,1,32688,2017-03-07 04:06:52,29.7,
2011,HAZARDOUS LIQUID,INTRASTATE,REFINED PP,4.72,0,1,99001,2017-03-07 04:06:52,4.72,0
2011,HAZARDOUS LIQUID,INTRASTATE,REFINED PP,10.5,1,1,99002,2017-03-07 04:06:52,10.5,0
2011,HAZARDOUS LIQUID,INTRASTATE,REFINED PP,19.389,102,1,99031,2017-03-07 04:06:52,19.389,0
2011,HAZARDOUS LIQUID,INTRASTATE,REFINED PP,3.14,19,1,99043,2017-03-07 04:06:52,3.14,0
2012,HAZARDOUS LIQUID,INTERSTATE,CO2,167.04,0,1,515,2017-03-07 04:06:52,167.04,0
2012,HAZARDOUS LIQUID,INTERSTATE,CO2,129,0,1,2731,2017-03-07 04:06:52,129,0
2012,HAZARDOUS LIQUID,INTERSTATE,CO2,852.69,0,1,30657,2017-03-07 04:06:52,852.69,0
2012,HAZARDOUS LIQUID,INTERSTATE,CO2,121,0,1,31013,2017-03-07 04:06:52,121,0
2012,HAZARDOUS LIQUID,INTERSTATE,CO2,100,0,1,31475,2017-03-07 04:06:52,100,0
2012,HAZARDOUS LIQUID,INTERSTATE,CO2,1281,0,1,31555,2017-03-07 04:06:52,1281,0
2012,HAZARDOUS LIQUID,INTERSTATE,CO2,316.369,0,1,31627,2017-03-07 04:06:52,316.369,0
2012,HAZARDOUS LIQUID,INTERSTATE,CO2,200.7,0,1,31672,2017-03-07 04:06:52,200.7,0
2012,HAZARDOUS LIQUID,INTERSTATE,CO2,7.7,0,1,31897,2017-03-07 04:06:52,7.7,0
2012,HAZARDOUS LIQUID,INTERSTATE,CO2,27.7,0,1,32141,2017-03-07 04:06:52,27.7,0
2012,HAZARDOUS LIQUID,INTERSTATE,CO2,122.181,0,1,32543,2017-03-07 04:06:52,122.181,0
2012,HAZARDOUS LIQUID,INTERSTATE,CO2,317.578,0,1,32545,2017-03-07 04:06:52,317.578,0
2012,HAZARDOUS LIQUID,INTERSTATE,CRUDE OIL,2478.54,124,1,300,2017-03-07 04:06:52,2478.54,97.56
2012,HAZARDOUS LIQUID,INTERSTATE,CRUDE OIL,8,0,1,994,2017-03-07 04:06:52,8,
2012,HAZARDOUS LIQUID,INTERSTATE,CRUDE OIL,476,19,1,1248,2017-03-07 04:06:52,476,96
2012,HAZARDOUS LIQUID,INTERSTATE,CRUDE OIL,338,13,1,1960,2017-03-07 04:06:52,338,0
2012,HAZARDOUS LIQUID,INTERSTATE,CRUDE OIL,164.7,3,1,2371,2017-03-07 04:06:52,164.7,0
2012,HAZARDOUS LIQUID,INTERSTATE,CRUDE OIL,64.697,9,1,2387,2017-03-07 04:06:52,64.697,0
2012,HAZARDOUS LIQUID,INTERSTATE,CRUDE OIL,881.2,28,1,2731,2017-03-07 04:06:52,881.2,0
2012,HAZARDOUS LIQUID,INTERSTATE,CRUDE OIL,109.93,3,1,4430,2017-03-07 04:06:52,109.93,0
2012,HAZARDOUS LIQUID,INTERSTATE,CRUDE OIL,1113.16,17,1,4906,2017-03-07 04:06:52,1113.16,0
2012,HAZARDOUS LIQUID,INTERSTATE,CRUDE OIL,10.83,0,1,4908,2017-03-07 04:06:52,10.83,10.83
2012,HAZARDOUS LIQUID,INTERSTATE,CRUDE OIL,321.79,11,1,5081,2017-03-07 04:06:52,321.79,0
2012,HAZARDOUS LIQUID,INTERSTATE,CRUDE OIL,177.55,6,1,7660,2017-03-07 04:06:52,177.55,0
2012,HAZARDOUS LIQUID,INTERSTATE,CRUDE OIL,1114.5,25,1,9175,2017-03-07 04:06:52,1114.5,0
2012,HAZARDOUS LIQUID,INTERSTATE,CRUDE OIL,78.3,5,1,10250,2017-03-07 04:06:52,78.3,0
2012,HAZARDOUS LIQUID,INTERSTATE,CRUDE OIL,36.861,1,1,10346,2017-03-07 04:06:52,36.861,0
2012,HAZARDOUS LIQUID,INTERSTATE,CRUDE OIL,3992,77,1,11169,2017-03-07 04:06:52,3992,0
2012,HAZARDOUS LIQUID,INTERSTATE,CRUDE OIL,113.42,4,1,11551,2017-03-07 04:06:52,113.42,0
2012,HAZARDOUS LIQUID,INTERSTATE,CRUDE OIL,112.5,24,1,11733,2017-03-07 04:06:52,112.5,0
2012,HAZARDOUS LIQUID,INTERSTATE,CRUDE OIL,1103,67,1,12470,2017-03-07 04:06:52,1103,0
2012,HAZARDOUS LIQUID,INTERSTATE,CRUDE OIL,5.9,2,1,12624,2017-03-07 04:06:52,5.9,
2012,HAZARDOUS LIQUID,INTERSTATE,CRUDE OIL,862,23,1,12628,2017-03-07 04:06:52,862,0
2012,HAZARDOUS LIQUID,INTERSTATE,CRUDE OIL,783,17,1,15774,2017-03-07 04:06:52,783,120
2012,HAZARDOUS LIQUID,INTERSTATE,CRUDE OIL,332,0,1,15786,2017-03-07 04:06:52,332,0
2012,HAZARDOUS LIQUID,INTERSTATE,CRUDE OIL,38,0,1,15979,2017-03-07 04:06:52,38,0
2012,HAZARDOUS LIQUID,INTERSTATE,CRUDE OIL,50.77,1,1,18667,2017-03-07 04:06:52,50.77,0
2012,HAZARDOUS LIQUID,INTERSTATE,CRUDE OIL,1247.96,68,1,18718,2017-03-07 04:06:52,1247.96,0
2012,HAZARDOUS LIQUID,INTERSTATE,CRUDE OIL,64,3,1,19585,2017-03-07 04:06:52,64,0
2012,HAZARDOUS LIQUID,INTERSTATE,CRUDE OIL,40.8,0,1,20035,2017-03-07 04:06:52,40.8,0
2012,HAZARDOUS LIQUID,INTERSTATE,CRUDE OIL,3.582,0,1,22430,2017-03-07 04:06:52,3.582,
2012,HAZARDOUS LIQUID,INTERSTATE,CRUDE OIL,582,21,1,22442,2017-03-07 04:06:52,582,0
2012,HAZARDOUS LIQUID,INTERSTATE,CRUDE OIL,370,7,1,22610,2017-03-07 04:06:52,370,
2012,HAZARDOUS LIQUID,INTERSTATE,CRUDE OIL,1555.67,22,1,22855,2017-03-07 04:06:52,1555.67,0
2012,HAZARDOUS LIQUID,INTERSTATE,CRUDE OIL,168.7,8,1,26049,2017-03-07 04:06:52,168.7,168.6
2012,HAZARDOUS LIQUID,INTERSTATE,CRUDE OIL,3.69,111,1,26085,2017-03-07 04:06:52,3.69,0
2012,HAZARDOUS LIQUID,INTERSTATE,CRUDE OIL,800,10,1,26149,2017-03-07 04:06:52,800,0
2012,HAZARDOUS LIQUID,INTERSTATE,CRUDE OIL,1498.329,47,1,30829,2017-03-07 04:06:52,1498.329,5.204
2012,HAZARDOUS LIQUID,INTERSTATE,CRUDE OIL,97,0,1,30969,2017-03-07 04:06:52,97,0
2012,HAZARDOUS LIQUID,INTERSTATE,CRUDE OIL,151.25,4,1,31045,2017-03-07 04:06:52,151.25,159.921
2012,HAZARDOUS LIQUID,INTERSTATE,CRUDE OIL,209,0,1,31166,2017-03-07 04:06:52,209,0
2012,HAZARDOUS LIQUID,INTERSTATE,CRUDE OIL,55.88,1,1,31167,2017-03-07 04:06:52,55.88,0
2012,HAZARDOUS LIQUID,INTERSTATE,CRUDE OIL,2591.6,105,1,31174,2017-03-07 04:06:52,2591.6,69.8
2012,HAZARDOUS LIQUID,INTERSTATE,CRUDE OIL,1292,23,1,31189,2017-03-07 04:06:52,1292,0
2012,HAZARDOUS LIQUID,INTERSTATE,CRUDE OIL,6.439,0,1,31295,2017-03-07 04:06:52,6.439,
2012,HAZARDOUS LIQUID,INTERSTATE,CRUDE OIL,15.35,0,1,31296,2017-03-07 04:06:52,15.35,0
2012,HAZARDOUS LIQUID,INTERSTATE,CRUDE OIL,27.48,0,1,31336,2017-03-07 04:06:52,27.48,15.64
2012,HAZARDOUS LIQUID,INTERSTATE,CRUDE OIL,88,2,1,31448,2017-03-07 04:06:52,88,0
2012,HAZARDOUS LIQUID,INTERSTATE,CRUDE OIL,118.71,6,1,31454,2017-03-07 04:06:52,118.71,0
2012,HAZARDOUS LIQUID,INTERSTATE,CRUDE OIL,109.48,0,1,31476,2017-03-07 04:06:52,109.48,4.72
2012,HAZARDOUS LIQUID,INTERSTATE,CRUDE OIL,25.69,0,1,31485,2017-03-07 04:06:52,25.69,
2012,HAZARDOUS LIQUID,INTERSTATE,CRUDE OIL,34.634,0,1,31552,2017-03-07 04:06:52,34.634,0
2012,HAZARDOUS LIQUID,INTERSTATE,CRUDE OIL,44.2,0,1,31563,2017-03-07 04:06:52,44.2,0
2012,HAZARDOUS LIQUID,INTERSTATE,CRUDE OIL,512.7,13,1,31570,2017-03-07 04:06:52,512.7,0
2012,HAZARDOUS LIQUID,INTERSTATE,CRUDE OIL,342,2,1,31574,2017-03-07 04:06:52,342,0
2012,HAZARDOUS LIQUID,INTERSTATE,CRUDE OIL,11,3,1,31579,2017-03-07 04:06:52,11,
2012,HAZARDOUS LIQUID,INTERSTATE,CRUDE OIL,0.5,72,1,31580,2017-03-07 04:06:52,0.5,
2012,HAZARDOUS LIQUID,INTERSTATE,CRUDE OIL,23.97,0,1,31591,2017-03-07 04:06:52,23.97,23.97
2012,HAZARDOUS LIQUID,INTERSTATE,CRUDE OIL,1047.461,0,1,31618,2017-03-07 04:06:52,1047.461,0
2012,HAZARDOUS LIQUID,INTERSTATE,CRUDE OIL,87.51,0,1,31663,2017-03-07 04:06:52,87.51,0
2012,HAZARDOUS LIQUID,INTERSTATE,CRUDE OIL,1977.33,47,1,31684,2017-03-07 04:06:52,1977.33,10.57
2012,HAZARDOUS LIQUID,INTERSTATE,CRUDE OIL,1451,37,1,31720,2017-03-07 04:06:52,1451,0
2012,HAZARDOUS LIQUID,INTERSTATE,CRUDE OIL,106,5,1,31822,2017-03-07 04:06:52,106,0
2012,HAZARDOUS LIQUID,INTERSTATE,CRUDE OIL,78.38,0,1,31864,2017-03-07 04:06:52,78.38,0
2012,HAZARDOUS LIQUID,INTERSTATE,CRUDE OIL,384,6,1,31878,2017-03-07 04:06:52,384,28
2012,HAZARDOUS LIQUID,INTERSTATE,CRUDE OIL,1135.1,26,1,31888,2017-03-07 04:06:52,1135.1,0.3
2012,HAZARDOUS LIQUID,INTERSTATE,CRUDE OIL,451,101,1,31947,2017-03-07 04:06:52,451,0
2012,HAZARDOUS LIQUID,INTERSTATE,CRUDE OIL,,4,1,31948,2017-03-07 04:06:52,,
2012,HAZARDOUS LIQUID,INTERSTATE,CRUDE OIL,454,8,1,31957,2017-03-07 04:06:52,454,0
2012,HAZARDOUS LIQUID,INTERSTATE,CRUDE OIL,8.47,0,1,31983,2017-03-07 04:06:52,8.47,8.47
2012,HAZARDOUS LIQUID,INTERSTATE,CRUDE OIL,383.05,1,1,31994,2017-03-07 04:06:52,383.05,0
2012,HAZARDOUS LIQUID,INTERSTATE,CRUDE OIL,,,1,32004,2017-03-07 04:06:52,,
2012,HAZARDOUS LIQUID,INTERSTATE,CRUDE OIL,88,2,1,32011,2017-03-07 04:06:52,88,0
2012,HAZARDOUS LIQUID,INTERSTATE,CRUDE OIL,586,0,1,32080,2017-03-07 04:06:52,586,0
2012,HAZARDOUS LIQUID,INTERSTATE,CRUDE OIL,27.43,0,1,32083,2017-03-07 04:06:52,27.43,0
2012,HAZARDOUS LIQUID,INTERSTATE,CRUDE OIL,378,0,1,32091,2017-03-07 04:06:52,378,0
2012,HAZARDOUS LIQUID,INTERSTATE,CRUDE OIL,1301,76,1,32147,2017-03-07 04:06:52,1301,81.2
2012,HAZARDOUS LIQUID,INTERSTATE,CRUDE OIL,17.63,1,1,32224,2017-03-07 04:06:52,17.63,0
2012,HAZARDOUS LIQUID,INTERSTATE,CRUDE OIL,527.16,1,1,32288,2017-03-07 04:06:52,527.16,0
2012,HAZARDOUS LIQUID,INTERSTATE,CRUDE OIL,1384,0,1,32334,2017-03-07 04:06:52,1384,0
2012,HAZARDOUS LIQUID,INTERSTATE,CRUDE OIL,,,1,32411,2017-03-07 04:06:52,,
2012,HAZARDOUS LIQUID,INTERSTATE,CRUDE OIL,69,0,1,32450,2017-03-07 04:06:52,69,0
2012,HAZARDOUS LIQUID,INTERSTATE,CRUDE OIL,24,1,1,32483,2017-03-07 04:06:52,24,
2012,HAZARDOUS LIQUID,INTERSTATE,CRUDE OIL,231.1,3,1,32532,2017-03-07 04:06:52,231.1,45.2
2012,HAZARDOUS LIQUID,INTERSTATE,CRUDE OIL,6.3,0,1,32565,2017-03-07 04:06:52,6.3,
2012,HAZARDOUS LIQUID,INTERSTATE,CRUDE OIL,39.43,0,1,32625,2017-03-07 04:06:52,39.43,39.43
2012,HAZARDOUS LIQUID,INTERSTATE,CRUDE OIL,0.37,0,1,39038,2017-03-07 04:06:52,0.37,0
2012,HAZARDOUS LIQUID,INTERSTATE,CRUDE OIL,381.02,0,1,39084,2017-03-07 04:06:52,381.02,0
2012,HAZARDOUS LIQUID,INTERSTATE,HVL FLAMM TOXIC,13.686,0,1,1845,2017-03-07 04:06:52,13.686,
2012,HAZARDOUS LIQUID,INTERSTATE,HVL FLAMM TOXIC,248.6,0,1,2162,2017-03-07 04:06:52,248.6,0
2012,HAZARDOUS LIQUID,INTERSTATE,HVL FLAMM TOXIC,6.6,0,1,2564,2017-03-07 04:06:52,6.6,0
