Calendar Year,System Type,Inter/Intra,Commodity,Total Miles,Total Breakout Tanks,Operator Count,Operator Count, VALUEOF(PORTAL_DATE),HL Total Pipe Miles,Miles of Gathering
2013,HAZARDOUS LIQUID,INTERSTATE,REFINED PP,75,3,1,1248,2017-03-07 04:06:52,75,0
2013,HAZARDOUS LIQUID,INTERSTATE,REFINED PP,6349.868,401,1,1845,2017-03-07 04:06:52,6349.868,0
2013,HAZARDOUS LIQUID,INTERSTATE,REFINED PP,681.1,23,1,2170,2017-03-07 04:06:52,681.1,0
2013,HAZARDOUS LIQUID,INTERSTATE,REFINED PP,5585.4,488,1,2552,2017-03-07 04:06:52,5585.4,0
2013,HAZARDOUS LIQUID,INTERSTATE,REFINED PP,3.3,0,1,2564,2017-03-07 04:06:52,3.3,0
2013,HAZARDOUS LIQUID,INTERSTATE,REFINED PP,2.7,0,1,2731,2017-03-07 04:06:52,2.7,0
2013,HAZARDOUS LIQUID,INTERSTATE,REFINED PP,43.69,16,1,4430,2017-03-07 04:06:52,43.69,0
2013,HAZARDOUS LIQUID,INTERSTATE,REFINED PP,1828.64,134,1,4805,2017-03-07 04:06:52,1828.64,
2013,HAZARDOUS LIQUID,INTERSTATE,REFINED PP,44.67,15,1,4906,2017-03-07 04:06:52,44.67,0
2013,HAZARDOUS LIQUID,INTERSTATE,REFINED PP,80.4,3,1,7063,2017-03-07 04:06:52,80.4,0
2013,HAZARDOUS LIQUID,INTERSTATE,REFINED PP,2344.8,98,1,10012,2017-03-07 04:06:52,2344.8,0
2013,HAZARDOUS LIQUID,INTERSTATE,REFINED PP,85.15,1,1,12628,2017-03-07 04:06:52,85.15,0
2013,HAZARDOUS LIQUID,INTERSTATE,REFINED PP,467,18,1,15156,2017-03-07 04:06:52,467,0
2013,HAZARDOUS LIQUID,INTERSTATE,REFINED PP,3172.71,217,1,15674,2017-03-07 04:06:52,3172.71,0
2013,HAZARDOUS LIQUID,INTERSTATE,REFINED PP,1745.38,92,1,18092,2017-03-07 04:06:52,1745.38,0
2013,HAZARDOUS LIQUID,INTERSTATE,REFINED PP,93,10,1,18386,2017-03-07 04:06:52,93,0
2013,HAZARDOUS LIQUID,INTERSTATE,REFINED PP,22.9,6,1,18678,2017-03-07 04:06:52,22.9,0
2013,HAZARDOUS LIQUID,INTERSTATE,REFINED PP,1152.75,70,1,18718,2017-03-07 04:06:52,1152.75,0
2013,HAZARDOUS LIQUID,INTERSTATE,REFINED PP,1.45,10,1,19481,2017-03-07 04:06:52,1.45,0
2013,HAZARDOUS LIQUID,INTERSTATE,REFINED PP,619.766,12,1,22430,2017-03-07 04:06:52,619.766,
2013,HAZARDOUS LIQUID,INTERSTATE,REFINED PP,8651,593,1,22610,2017-03-07 04:06:52,8651,
2013,HAZARDOUS LIQUID,INTERSTATE,REFINED PP,914.37,5,1,22830,2017-03-07 04:06:52,914.37,0
2013,HAZARDOUS LIQUID,INTERSTATE,REFINED PP,378.86,0,1,22855,2017-03-07 04:06:52,378.86,0
2013,HAZARDOUS LIQUID,INTERSTATE,REFINED PP,,,1,26041,2017-03-07 04:06:52,,
2013,HAZARDOUS LIQUID,INTERSTATE,REFINED PP,233.2,0,1,26065,2017-03-07 04:06:52,233.2,0
2013,HAZARDOUS LIQUID,INTERSTATE,REFINED PP,86,5,1,26094,2017-03-07 04:06:52,86,0
2013,HAZARDOUS LIQUID,INTERSTATE,REFINED PP,126.55,0,1,26120,2017-03-07 04:06:52,126.55,0
2013,HAZARDOUS LIQUID,INTERSTATE,REFINED PP,504.09,26,1,26125,2017-03-07 04:06:52,504.09,0
2013,HAZARDOUS LIQUID,INTERSTATE,REFINED PP,32.87,0,1,30544,2017-03-07 04:06:52,32.87,0
2013,HAZARDOUS LIQUID,INTERSTATE,REFINED PP,367,14,1,30781,2017-03-07 04:06:52,367,0
2013,HAZARDOUS LIQUID,INTERSTATE,REFINED PP,85,6,1,30909,2017-03-07 04:06:52,85,0
2013,HAZARDOUS LIQUID,INTERSTATE,REFINED PP,6,16,1,31056,2017-03-07 04:06:52,6,0
2013,HAZARDOUS LIQUID,INTERSTATE,REFINED PP,,,1,31083,2017-03-07 04:06:52,,
2013,HAZARDOUS LIQUID,INTERSTATE,REFINED PP,283.6,104,1,31174,2017-03-07 04:06:52,283.6,0
2013,HAZARDOUS LIQUID,INTERSTATE,REFINED PP,621,2,1,31189,2017-03-07 04:06:52,621,0
2013,HAZARDOUS LIQUID,INTERSTATE,REFINED PP,,11,1,31288,2017-03-07 04:06:52,,
2013,HAZARDOUS LIQUID,INTERSTATE,REFINED PP,27.776,3,1,31371,2017-03-07 04:06:52,27.776,0
2013,HAZARDOUS LIQUID,INTERSTATE,REFINED PP,,,1,31420,2017-03-07 04:06:52,,
2013,HAZARDOUS LIQUID,INTERSTATE,REFINED PP,1949.1,28,1,31454,2017-03-07 04:06:52,1949.1,0
2013,HAZARDOUS LIQUID,INTERSTATE,REFINED PP,1528.836,134,1,31618,2017-03-07 04:06:52,1528.836,
2013,HAZARDOUS LIQUID,INTERSTATE,REFINED PP,3836.24,196,1,31684,2017-03-07 04:06:52,3836.24,0
2013,HAZARDOUS LIQUID,INTERSTATE,REFINED PP,2.83,14,1,32009,2017-03-07 04:06:52,2.83,
2013,HAZARDOUS LIQUID,INTERSTATE,REFINED PP,822,28,1,32011,2017-03-07 04:06:52,822,0
2013,HAZARDOUS LIQUID,INTERSTATE,REFINED PP,,60,1,32044,2017-03-07 04:06:52,,0
2013,HAZARDOUS LIQUID,INTERSTATE,REFINED PP,9.85,1,1,32062,2017-03-07 04:06:52,9.85,0
2013,HAZARDOUS LIQUID,INTERSTATE,REFINED PP,588.45,2,1,32109,2017-03-07 04:06:52,588.45,0
2013,HAZARDOUS LIQUID,INTERSTATE,REFINED PP,3290.8,197,1,32147,2017-03-07 04:06:52,3290.8,0
2013,HAZARDOUS LIQUID,INTERSTATE,REFINED PP,427,2,1,32493,2017-03-07 04:06:52,427,0
2013,HAZARDOUS LIQUID,INTERSTATE,REFINED PP,23.4,0,1,32495,2017-03-07 04:06:52,23.4,0
2013,HAZARDOUS LIQUID,INTERSTATE,REFINED PP,816,2,1,32502,2017-03-07 04:06:52,816,0
2013,HAZARDOUS LIQUID,INTERSTATE,REFINED PP,140,1,1,32679,2017-03-07 04:06:52,140,0
2013,HAZARDOUS LIQUID,INTERSTATE,REFINED PP,468.01,32,1,32683,2017-03-07 04:06:52,468.01,0
2013,HAZARDOUS LIQUID,INTERSTATE,REFINED PP,8.48,0,1,32688,2017-03-07 04:06:52,8.48,0
2013,HAZARDOUS LIQUID,INTERSTATE,REFINED PP,49.818,19,1,38922,2017-03-07 04:06:52,49.818,0
2013,HAZARDOUS LIQUID,INTERSTATE,REFINED PP,2.84,1,1,38964,2017-03-07 04:06:52,2.84,
2013,HAZARDOUS LIQUID,INTERSTATE,REFINED PP,1201.6,41,1,39029,2017-03-07 04:06:52,1201.6,0
2013,HAZARDOUS LIQUID,INTERSTATE,REFINED PP,8.69,3,1,39105,2017-03-07 04:06:52,8.69,0
2013,HAZARDOUS LIQUID,INTERSTATE,REFINED PP,,,1,99002,2017-03-07 04:06:52,,
2013,HAZARDOUS LIQUID,INTERSTATE,REFINED PP,14.3,0,1,99037,2017-03-07 04:06:52,14.3,
2013,HAZARDOUS LIQUID,INTRASTATE,BIOFUEL,1.04,0,1,22855,2017-03-07 04:06:52,1.04,0
2013,HAZARDOUS LIQUID,INTRASTATE,BIOFUEL,15.1,7,1,31174,2017-03-07 04:06:52,15.1,
2013,HAZARDOUS LIQUID,INTRASTATE,CO2,31.5,0,1,401,2017-03-07 04:06:52,31.5,0
2013,HAZARDOUS LIQUID,INTRASTATE,CO2,155,0,1,473,2017-03-07 04:06:52,155,0
2013,HAZARDOUS LIQUID,INTRASTATE,CO2,160.48,0,1,4908,2017-03-07 04:06:52,160.48,0
2013,HAZARDOUS LIQUID,INTRASTATE,CO2,1.5,0,1,19102,2017-03-07 04:06:52,1.5,0
2013,HAZARDOUS LIQUID,INTRASTATE,CO2,46.17,0,1,30657,2017-03-07 04:06:52,46.17,
2013,HAZARDOUS LIQUID,INTRASTATE,CO2,10,0,1,30666,2017-03-07 04:06:52,10,0
2013,HAZARDOUS LIQUID,INTRASTATE,CO2,27,0,1,31178,2017-03-07 04:06:52,27,0
2013,HAZARDOUS LIQUID,INTRASTATE,CO2,1.3,0,1,31215,2017-03-07 04:06:52,1.3,
2013,HAZARDOUS LIQUID,INTRASTATE,CO2,46,0,1,31304,2017-03-07 04:06:52,46,
2013,HAZARDOUS LIQUID,INTRASTATE,CO2,0.622,0,1,31371,2017-03-07 04:06:52,0.622,0
2013,HAZARDOUS LIQUID,INTRASTATE,CO2,20,0,1,31428,2017-03-07 04:06:52,20,0
2013,HAZARDOUS LIQUID,INTRASTATE,CO2,158.76,0,1,31471,2017-03-07 04:06:52,158.76,0
2013,HAZARDOUS LIQUID,INTRASTATE,CO2,79.83,0,1,31475,2017-03-07 04:06:52,79.83,0
2013,HAZARDOUS LIQUID,INTRASTATE,CO2,6,0,1,31502,2017-03-07 04:06:52,6,0
2013,HAZARDOUS LIQUID,INTRASTATE,CO2,17,0,1,31555,2017-03-07 04:06:52,17,0
2013,HAZARDOUS LIQUID,INTRASTATE,CO2,15.326,0,1,31627,2017-03-07 04:06:52,15.326,0
2013,HAZARDOUS LIQUID,INTRASTATE,CO2,29,0,1,31672,2017-03-07 04:06:52,29,0
2013,HAZARDOUS LIQUID,INTRASTATE,CO2,41.84,0,1,31864,2017-03-07 04:06:52,41.84,0
2013,HAZARDOUS LIQUID,INTRASTATE,CO2,118,0,1,31875,2017-03-07 04:06:52,118,
2013,HAZARDOUS LIQUID,INTRASTATE,CO2,7,0,1,31973,2017-03-07 04:06:52,7,0
2013,HAZARDOUS LIQUID,INTRASTATE,CO2,8.993,0,1,32409,2017-03-07 04:06:52,8.993,0
2013,HAZARDOUS LIQUID,INTRASTATE,CO2,90.623,0,1,32410,2017-03-07 04:06:52,90.623,0
2013,HAZARDOUS LIQUID,INTRASTATE,CO2,0.265,0,1,32476,2017-03-07 04:06:52,0.265,0
2013,HAZARDOUS LIQUID,INTRASTATE,CO2,12.945,0,1,32543,2017-03-07 04:06:52,12.945,
2013,HAZARDOUS LIQUID,INTRASTATE,CO2,50.479,0,1,32545,2017-03-07 04:06:52,50.479,0
2013,HAZARDOUS LIQUID,INTRASTATE,CO2,3.5,0,1,32566,2017-03-07 04:06:52,3.5,
2013,HAZARDOUS LIQUID,INTRASTATE,CO2,18.1,0,1,32612,2017-03-07 04:06:52,18.1,0
2013,HAZARDOUS LIQUID,INTRASTATE,CO2,14.2,0,1,32652,2017-03-07 04:06:52,14.2,0
2013,HAZARDOUS LIQUID,INTRASTATE,CO2,27.9,0,1,38931,2017-03-07 04:06:52,27.9,
2013,HAZARDOUS LIQUID,INTRASTATE,CRUDE OIL,2188.13,117,1,300,2017-03-07 04:06:52,2188.13,90.64
2013,HAZARDOUS LIQUID,INTRASTATE,CRUDE OIL,110,1,1,473,2017-03-07 04:06:52,110,9
2013,HAZARDOUS LIQUID,INTRASTATE,CRUDE OIL,1.7,0,1,999,2017-03-07 04:06:52,1.7,1.7
2013,HAZARDOUS LIQUID,INTRASTATE,CRUDE OIL,101.8,0,1,1541,2017-03-07 04:06:52,101.8,0
2013,HAZARDOUS LIQUID,INTRASTATE,CRUDE OIL,508.6,7,1,2731,2017-03-07 04:06:52,508.6,43
2013,HAZARDOUS LIQUID,INTRASTATE,CRUDE OIL,44,1,1,2767,2017-03-07 04:06:52,44,0
2013,HAZARDOUS LIQUID,INTRASTATE,CRUDE OIL,2.74,0,1,4430,2017-03-07 04:06:52,2.74,0
2013,HAZARDOUS LIQUID,INTRASTATE,CRUDE OIL,134.06,7,1,4906,2017-03-07 04:06:52,134.06,130.39
2013,HAZARDOUS LIQUID,INTRASTATE,CRUDE OIL,83.04,0,1,4908,2017-03-07 04:06:52,83.04,83.04
2013,HAZARDOUS LIQUID,INTRASTATE,CRUDE OIL,0,0,1,5081,2017-03-07 04:06:52,0,0
2013,HAZARDOUS LIQUID,INTRASTATE,CRUDE OIL,14.8,0,1,5524,2017-03-07 04:06:52,14.8,9.1
2013,HAZARDOUS LIQUID,INTRASTATE,CRUDE OIL,33.36,2,1,7660,2017-03-07 04:06:52,33.36,20.6
2013,HAZARDOUS LIQUID,INTRASTATE,CRUDE OIL,251.396,7,1,9175,2017-03-07 04:06:52,251.396,0
2013,HAZARDOUS LIQUID,INTRASTATE,CRUDE OIL,420.54,4,1,11551,2017-03-07 04:06:52,420.54,3.8
2013,HAZARDOUS LIQUID,INTRASTATE,CRUDE OIL,10.53,0,1,12303,2017-03-07 04:06:52,10.53,0
2013,HAZARDOUS LIQUID,INTRASTATE,CRUDE OIL,,2,1,12624,2017-03-07 04:06:52,,
2013,HAZARDOUS LIQUID,INTRASTATE,CRUDE OIL,73.6,0,1,12628,2017-03-07 04:06:52,73.6,0
2013,HAZARDOUS LIQUID,INTRASTATE,CRUDE OIL,68.46,4,1,14145,2017-03-07 04:06:52,68.46,68.46
2013,HAZARDOUS LIQUID,INTRASTATE,CRUDE OIL,43.91,35,1,14194,2017-03-07 04:06:52,43.91,0
2013,HAZARDOUS LIQUID,INTRASTATE,CRUDE OIL,473,15,1,15156,2017-03-07 04:06:52,473,3
2013,HAZARDOUS LIQUID,INTRASTATE,CRUDE OIL,55.45,11,1,15485,2017-03-07 04:06:52,55.45,0
2013,HAZARDOUS LIQUID,INTRASTATE,CRUDE OIL,8.2,0,1,18201,2017-03-07 04:06:52,8.2,8.2
2013,HAZARDOUS LIQUID,INTRASTATE,CRUDE OIL,12.6,0,1,18275,2017-03-07 04:06:52,12.6,0
2013,HAZARDOUS LIQUID,INTRASTATE,CRUDE OIL,9.22,0,1,18667,2017-03-07 04:06:52,9.22,9.22
2013,HAZARDOUS LIQUID,INTRASTATE,CRUDE OIL,1347.03,58,1,18718,2017-03-07 04:06:52,1347.03,125.16
2013,HAZARDOUS LIQUID,INTRASTATE,CRUDE OIL,7.37,2,1,19410,2017-03-07 04:06:52,7.37,5.03
2013,HAZARDOUS LIQUID,INTRASTATE,CRUDE OIL,1.62,0,1,20202,2017-03-07 04:06:52,1.62,0
2013,HAZARDOUS LIQUID,INTRASTATE,CRUDE OIL,45.5,1,1,22610,2017-03-07 04:06:52,45.5,
2013,HAZARDOUS LIQUID,INTRASTATE,CRUDE OIL,608.29,27,1,22855,2017-03-07 04:06:52,608.29,0
2013,HAZARDOUS LIQUID,INTRASTATE,CRUDE OIL,28.2,1,1,26049,2017-03-07 04:06:52,28.2,28.2
2013,HAZARDOUS LIQUID,INTRASTATE,CRUDE OIL,101.9,11,1,26061,2017-03-07 04:06:52,101.9,0
2013,HAZARDOUS LIQUID,INTRASTATE,CRUDE OIL,389.05,34,1,26085,2017-03-07 04:06:52,389.05,14.34
2013,HAZARDOUS LIQUID,INTRASTATE,CRUDE OIL,4.61,0,1,26112,2017-03-07 04:06:52,4.61,0
2013,HAZARDOUS LIQUID,INTRASTATE,CRUDE OIL,494,15,1,26134,2017-03-07 04:06:52,494,22
2013,HAZARDOUS LIQUID,INTRASTATE,CRUDE OIL,129.97,2,1,26136,2017-03-07 04:06:52,129.97,0
2013,HAZARDOUS LIQUID,INTRASTATE,CRUDE OIL,6.6,12,1,26303,2017-03-07 04:06:52,6.6,0
2013,HAZARDOUS LIQUID,INTRASTATE,CRUDE OIL,20.5,0,1,30005,2017-03-07 04:06:52,20.5,0
2013,HAZARDOUS LIQUID,INTRASTATE,CRUDE OIL,24.74,1,1,30658,2017-03-07 04:06:52,24.74,6.26
2013,HAZARDOUS LIQUID,INTRASTATE,CRUDE OIL,3.9,0,1,30735,2017-03-07 04:06:52,3.9,0
2013,HAZARDOUS LIQUID,INTRASTATE,CRUDE OIL,510.405,8,1,30782,2017-03-07 04:06:52,510.405,512.67
2013,HAZARDOUS LIQUID,INTRASTATE,CRUDE OIL,10.01,0,1,30792,2017-03-07 04:06:52,10.01,10.01
2013,HAZARDOUS LIQUID,INTRASTATE,CRUDE OIL,1672.604,44,1,30829,2017-03-07 04:06:52,1672.604,61.649
2013,HAZARDOUS LIQUID,INTRASTATE,CRUDE OIL,1.98,0,1,30834,2017-03-07 04:06:52,1.98,0
2013,HAZARDOUS LIQUID,INTRASTATE,CRUDE OIL,7.6,0,1,31023,2017-03-07 04:06:52,7.6,0
2013,HAZARDOUS LIQUID,INTRASTATE,CRUDE OIL,289.48,21,1,31045,2017-03-07 04:06:52,289.48,20.11
2013,HAZARDOUS LIQUID,INTRASTATE,CRUDE OIL,1.4,0,1,31075,2017-03-07 04:06:52,1.4,1.4
2013,HAZARDOUS LIQUID,INTRASTATE,CRUDE OIL,611.9,70,1,31174,2017-03-07 04:06:52,611.9,18.2
2013,HAZARDOUS LIQUID,INTRASTATE,CRUDE OIL,9,0,1,31178,2017-03-07 04:06:52,9,0
2013,HAZARDOUS LIQUID,INTRASTATE,CRUDE OIL,5,0,1,31189,2017-03-07 04:06:52,5,0
2013,HAZARDOUS LIQUID,INTRASTATE,CRUDE OIL,35.17,1,1,31296,2017-03-07 04:06:52,35.17,0
2013,HAZARDOUS LIQUID,INTRASTATE,CRUDE OIL,2.57,0,1,31336,2017-03-07 04:06:52,2.57,2.57
2013,HAZARDOUS LIQUID,INTRASTATE,CRUDE OIL,7,8,1,31352,2017-03-07 04:06:52,7,7
2013,HAZARDOUS LIQUID,INTRASTATE,CRUDE OIL,37.8,3,1,31423,2017-03-07 04:06:52,37.8,
2013,HAZARDOUS LIQUID,INTRASTATE,CRUDE OIL,9,0,1,31434,2017-03-07 04:06:52,9,9
2013,HAZARDOUS LIQUID,INTRASTATE,CRUDE OIL,4,0,1,31443,2017-03-07 04:06:52,4,0
2013,HAZARDOUS LIQUID,INTRASTATE,CRUDE OIL,731.8,16,1,31454,2017-03-07 04:06:52,731.8,0
2013,HAZARDOUS LIQUID,INTRASTATE,CRUDE OIL,2.6,2,1,31455,2017-03-07 04:06:52,2.6,2.6
2013,HAZARDOUS LIQUID,INTRASTATE,CRUDE OIL,352.5,37,1,31476,2017-03-07 04:06:52,352.5,20.7
2013,HAZARDOUS LIQUID,INTRASTATE,CRUDE OIL,0.3,0,1,31523,2017-03-07 04:06:52,0.3,0.3
2013,HAZARDOUS LIQUID,INTRASTATE,CRUDE OIL,5.05,0,1,31536,2017-03-07 04:06:52,5.05,0
2013,HAZARDOUS LIQUID,INTRASTATE,CRUDE OIL,39.7,0,1,31546,2017-03-07 04:06:52,39.7,36.7
2013,HAZARDOUS LIQUID,INTRASTATE,CRUDE OIL,15.5,8,1,31580,2017-03-07 04:06:52,15.5,
2013,HAZARDOUS LIQUID,INTRASTATE,CRUDE OIL,7.8,6,1,31583,2017-03-07 04:06:52,7.8,0
2013,HAZARDOUS LIQUID,INTRASTATE,CRUDE OIL,9.339,0,1,31618,2017-03-07 04:06:52,9.339,
2013,HAZARDOUS LIQUID,INTRASTATE,CRUDE OIL,950.16,31,1,31684,2017-03-07 04:06:52,950.16,236.47
2013,HAZARDOUS LIQUID,INTRASTATE,CRUDE OIL,11.296,1,1,31723,2017-03-07 04:06:52,11.296,0
2013,HAZARDOUS LIQUID,INTRASTATE,CRUDE OIL,4.06,0,1,31755,2017-03-07 04:06:52,4.06,
2013,HAZARDOUS LIQUID,INTRASTATE,CRUDE OIL,3.5,0,1,31806,2017-03-07 04:06:52,3.5,3.5
2013,HAZARDOUS LIQUID,INTRASTATE,CRUDE OIL,3,0,1,31816,2017-03-07 04:06:52,3,0
2013,HAZARDOUS LIQUID,INTRASTATE,CRUDE OIL,219.5,7,1,31822,2017-03-07 04:06:52,219.5,0
2013,HAZARDOUS LIQUID,INTRASTATE,CRUDE OIL,34,2,1,31824,2017-03-07 04:06:52,34,0
2013,HAZARDOUS LIQUID,INTRASTATE,CRUDE OIL,10.4,5,1,31863,2017-03-07 04:06:52,10.4,0
2013,HAZARDOUS LIQUID,INTRASTATE,CRUDE OIL,0.02,0,1,31864,2017-03-07 04:06:52,0.02,0
2013,HAZARDOUS LIQUID,INTRASTATE,CRUDE OIL,156.6,5,1,31871,2017-03-07 04:06:52,156.6,0
2013,HAZARDOUS LIQUID,INTRASTATE,CRUDE OIL,4,0,1,31874,2017-03-07 04:06:52,4,0
2013,HAZARDOUS LIQUID,INTRASTATE,CRUDE OIL,771.57,25,1,31888,2017-03-07 04:06:52,771.57,0
2013,HAZARDOUS LIQUID,INTRASTATE,CRUDE OIL,12,0,1,31937,2017-03-07 04:06:52,12,0
2013,HAZARDOUS LIQUID,INTRASTATE,CRUDE OIL,47,0,1,31947,2017-03-07 04:06:52,47,0
2013,HAZARDOUS LIQUID,INTRASTATE,CRUDE OIL,2,0,1,31957,2017-03-07 04:06:52,2,0
2013,HAZARDOUS LIQUID,INTRASTATE,CRUDE OIL,5.25,0,1,31983,2017-03-07 04:06:52,5.25,
2013,HAZARDOUS LIQUID,INTRASTATE,CRUDE OIL,48.61,1,1,32004,2017-03-07 04:06:52,48.61,0.61
2013,HAZARDOUS LIQUID,INTRASTATE,CRUDE OIL,109,9,1,32011,2017-03-07 04:06:52,109,33
2013,HAZARDOUS LIQUID,INTRASTATE,CRUDE OIL,15.16,0,1,32083,2017-03-07 04:06:52,15.16,12.62
2013,HAZARDOUS LIQUID,INTRASTATE,CRUDE OIL,2.1,0,1,32096,2017-03-07 04:06:52,2.1,0
2013,HAZARDOUS LIQUID,INTRASTATE,CRUDE OIL,617.67,5,1,32103,2017-03-07 04:06:52,617.67,617.67
2013,HAZARDOUS LIQUID,INTRASTATE,CRUDE OIL,203,0,1,32147,2017-03-07 04:06:52,203,0
2013,HAZARDOUS LIQUID,INTRASTATE,CRUDE OIL,5.03,0,1,32178,2017-03-07 04:06:52,5.03,5.03
2013,HAZARDOUS LIQUID,INTRASTATE,CRUDE OIL,,1,1,32179,2017-03-07 04:06:52,,
2013,HAZARDOUS LIQUID,INTRASTATE,CRUDE OIL,,1,1,32213,2017-03-07 04:06:52,,
2013,HAZARDOUS LIQUID,INTRASTATE,CRUDE OIL,10.5,7,1,32223,2017-03-07 04:06:52,10.5,0
2013,HAZARDOUS LIQUID,INTRASTATE,CRUDE OIL,421.7,8,1,32283,2017-03-07 04:06:52,421.7,0
2013,HAZARDOUS LIQUID,INTRASTATE,CRUDE OIL,129.59,4,1,32296,2017-03-07 04:06:52,129.59,21.33
2013,HAZARDOUS LIQUID,INTRASTATE,CRUDE OIL,26.5,0,1,32312,2017-03-07 04:06:52,26.5,19
2013,HAZARDOUS LIQUID,INTRASTATE,CRUDE OIL,2.44,0,1,32331,2017-03-07 04:06:52,2.44,0
2013,HAZARDOUS LIQUID,INTRASTATE,CRUDE OIL,13.2,0,1,32346,2017-03-07 04:06:52,13.2,0
2013,HAZARDOUS LIQUID,INTRASTATE,CRUDE OIL,1.5,0,1,32364,2017-03-07 04:06:52,1.5,0
2013,HAZARDOUS LIQUID,INTRASTATE,CRUDE OIL,1.8,0,1,32365,2017-03-07 04:06:52,1.8,1.8
2013,HAZARDOUS LIQUID,INTRASTATE,CRUDE OIL,114.179,14,1,32407,2017-03-07 04:06:52,114.179,0
2013,HAZARDOUS LIQUID,INTRASTATE,CRUDE OIL,31.274,2,1,32411,2017-03-07 04:06:52,31.274,0
2013,HAZARDOUS LIQUID,INTRASTATE,CRUDE OIL,4.92,0,1,32447,2017-03-07 04:06:52,4.92,0
2013,HAZARDOUS LIQUID,INTRASTATE,CRUDE OIL,17.41,0,1,32455,2017-03-07 04:06:52,17.41,0
2013,HAZARDOUS LIQUID,INTRASTATE,CRUDE OIL,0,0,1,32481,2017-03-07 04:06:52,0,
2013,HAZARDOUS LIQUID,INTRASTATE,CRUDE OIL,15.3,0,1,32488,2017-03-07 04:06:52,15.3,0
2013,HAZARDOUS LIQUID,INTRASTATE,CRUDE OIL,3.799,11,1,32492,2017-03-07 04:06:52,3.799,0
2013,HAZARDOUS LIQUID,INTRASTATE,CRUDE OIL,8,3,1,32503,2017-03-07 04:06:52,8,8
2013,HAZARDOUS LIQUID,INTRASTATE,CRUDE OIL,16.3,0,1,32507,2017-03-07 04:06:52,16.3,0
2013,HAZARDOUS LIQUID,INTRASTATE,CRUDE OIL,4.7,9,1,32523,2017-03-07 04:06:52,4.7,0
2013,HAZARDOUS LIQUID,INTRASTATE,CRUDE OIL,150.51,14,1,32537,2017-03-07 04:06:52,150.51,0
2013,HAZARDOUS LIQUID,INTRASTATE,CRUDE OIL,3.33,0,1,32540,2017-03-07 04:06:52,3.33,1.67
2013,HAZARDOUS LIQUID,INTRASTATE,CRUDE OIL,746.2,65,1,32551,2017-03-07 04:06:52,746.2,3.9
2013,HAZARDOUS LIQUID,INTRASTATE,CRUDE OIL,4.2,0,1,32559,2017-03-07 04:06:52,4.2,4.2
2013,HAZARDOUS LIQUID,INTRASTATE,CRUDE OIL,,2,1,32572,2017-03-07 04:06:52,,
2013,HAZARDOUS LIQUID,INTRASTATE,CRUDE OIL,1,10,1,32575,2017-03-07 04:06:52,1,0
2013,HAZARDOUS LIQUID,INTRASTATE,CRUDE OIL,5.542,0,1,32602,2017-03-07 04:06:52,5.542,0
2013,HAZARDOUS LIQUID,INTRASTATE,CRUDE OIL,2.8,0,1,32613,2017-03-07 04:06:52,2.8,2.8
2013,HAZARDOUS LIQUID,INTRASTATE,CRUDE OIL,0.15,0,1,32614,2017-03-07 04:06:52,0.15,0
2013,HAZARDOUS LIQUID,INTRASTATE,CRUDE OIL,54.95,0,1,32619,2017-03-07 04:06:52,54.95,
2013,HAZARDOUS LIQUID,INTRASTATE,CRUDE OIL,0,0,1,32625,2017-03-07 04:06:52,0,0
2013,HAZARDOUS LIQUID,INTRASTATE,CRUDE OIL,97,0,1,32631,2017-03-07 04:06:52,97,0
2013,HAZARDOUS LIQUID,INTRASTATE,CRUDE OIL,115.29,1,1,32632,2017-03-07 04:06:52,115.29,115.29
2013,HAZARDOUS LIQUID,INTRASTATE,CRUDE OIL,5.3,1,1,32643,2017-03-07 04:06:52,5.3,
2013,HAZARDOUS LIQUID,INTRASTATE,CRUDE OIL,69.8,0,1,32645,2017-03-07 04:06:52,69.8,47
2013,HAZARDOUS LIQUID,INTRASTATE,CRUDE OIL,20.93,1,1,32677,2017-03-07 04:06:52,20.93,0
2013,HAZARDOUS LIQUID,INTRASTATE,CRUDE OIL,178.61,0,1,32678,2017-03-07 04:06:52,178.61,0
2013,HAZARDOUS LIQUID,INTRASTATE,CRUDE OIL,0.73,2,1,32688,2017-03-07 04:06:52,0.73,0
2013,HAZARDOUS LIQUID,INTRASTATE,CRUDE OIL,45.275,0,1,38894,2017-03-07 04:06:52,45.275,0
2013,HAZARDOUS LIQUID,INTRASTATE,CRUDE OIL,2.12,0,1,38899,2017-03-07 04:06:52,2.12,
2013,HAZARDOUS LIQUID,INTRASTATE,CRUDE OIL,14.8,1,1,38913,2017-03-07 04:06:52,14.8,0
2013,HAZARDOUS LIQUID,INTRASTATE,CRUDE OIL,25.39,0,1,38915,2017-03-07 04:06:52,25.39,25.39
2013,HAZARDOUS LIQUID,INTRASTATE,CRUDE OIL,28.5,7,1,38919,2017-03-07 04:06:52,28.5,7.8
2013,HAZARDOUS LIQUID,INTRASTATE,CRUDE OIL,6,18,1,38924,2017-03-07 04:06:52,6,0
2013,HAZARDOUS LIQUID,INTRASTATE,CRUDE OIL,2.1,0,1,38933,2017-03-07 04:06:52,2.1,0
2013,HAZARDOUS LIQUID,INTRASTATE,CRUDE OIL,1,0,1,38935,2017-03-07 04:06:52,1,0
2013,HAZARDOUS LIQUID,INTRASTATE,CRUDE OIL,6.5,0,1,38942,2017-03-07 04:06:52,6.5,0
