System Type,System Type Detail,InterState Indicator,Total Miles,State Name,Calendar Year,Operator Count
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,15.8143939,TENNESSEE,2011,22315
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,475.5397727,TENNESSEE,2011,22434
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,23.5587121,TENNESSEE,2011,25126
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,5.1477273,TENNESSEE,2011,30618
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,5.9659091,TENNESSEE,2011,30643
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,127.1287879,TENNESSEE,2011,30669
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,3.0492424,TENNESSEE,2011,30863
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,6.1363636,TENNESSEE,2011,31315
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,16.8579545,TENNESSEE,2011,31498
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,12.719697,TENNESSEE,2011,31694
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,4.7272727,TENNESSEE,2011,32165
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,0.0681818,TENNESSEE,2011,32229
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,0.1988636,TENNESSEE,2011,32298
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,0.7954545,TENNESSEE,2011,32307
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,9.375,TENNESSEE,2011,32647
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,24.0375,TENNESSEE,2012,49
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,3.4469697,TENNESSEE,2012,766
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,133.2765152,TENNESSEE,2012,774
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,6.9128788,TENNESSEE,2012,972
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,41.2840909,TENNESSEE,2012,985
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,113.3522727,TENNESSEE,2012,1616
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,178.7784091,TENNESSEE,2012,1840
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,114.5388258,TENNESSEE,2012,2176
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,1493.4651515,TENNESSEE,2012,2288
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,197.5568182,TENNESSEE,2012,2412
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,581.0511364,TENNESSEE,2012,2460
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,192.9924242,TENNESSEE,2012,2764
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,31.8276515,TENNESSEE,2012,2853
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,14.3172348,TENNESSEE,2012,2880
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,91.5435606,TENNESSEE,2012,3610
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,141.375,TENNESSEE,2012,3660
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,330.1704545,TENNESSEE,2012,4370
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,2.0965909,TENNESSEE,2012,4480
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,38.5738636,TENNESSEE,2012,4567
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,195.3058712,TENNESSEE,2012,5110
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,5.7386364,TENNESSEE,2012,5640
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,2.2670455,TENNESSEE,2012,6035
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,238.1628788,TENNESSEE,2012,6040
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,267.2477273,TENNESSEE,2012,6370
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,282.0170455,TENNESSEE,2012,6716
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,25.6363636,TENNESSEE,2012,7025
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,78.9715909,TENNESSEE,2012,7060
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,110.625,TENNESSEE,2012,7090
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,166.9375,TENNESSEE,2012,7170
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,38.8257576,TENNESSEE,2012,7215
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,3.1107955,TENNESSEE,2012,7225
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,57.6136364,TENNESSEE,2012,7310
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,45.5871212,TENNESSEE,2012,7365
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,66.2727273,TENNESSEE,2012,7650
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,357.5045455,TENNESSEE,2012,7655
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,575.55,TENNESSEE,2012,9040
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,124.5454545,TENNESSEE,2012,9100
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,261.5477273,TENNESSEE,2012,9200
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,1680.8526515,TENNESSEE,2012,10310
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,43.7121212,TENNESSEE,2012,11064
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,57.4079545,TENNESSEE,2012,11120
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,121.3068182,TENNESSEE,2012,11296
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,169.2106061,TENNESSEE,2012,11336
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,107.0643939,TENNESSEE,2012,11376
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,95.5090909,TENNESSEE,2012,11416
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,333.4090909,TENNESSEE,2012,11448
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,11.6666667,TENNESSEE,2012,11520
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,29.9488636,TENNESSEE,2012,11600
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,5.6931818,TENNESSEE,2012,11624
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,12.6477273,TENNESSEE,2012,11752
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,117.5369318,TENNESSEE,2012,11776
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,36.7045455,TENNESSEE,2012,12042
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,42.9166667,TENNESSEE,2012,12168
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,42.9715909,TENNESSEE,2012,12204
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,8.4469697,TENNESSEE,2012,12222
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,11.5871212,TENNESSEE,2012,12234
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,3494.875,TENNESSEE,2012,12342
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,2415.9329545,TENNESSEE,2012,12438
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,120.3409091,TENNESSEE,2012,12697
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,60.7670455,TENNESSEE,2012,13430
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,500.9094697,TENNESSEE,2012,14010
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,6.6335227,TENNESSEE,2012,14040
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,145.999053,TENNESSEE,2012,15126
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,66.1742424,TENNESSEE,2012,15140
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,2829.7601193,TENNESSEE,2012,15518
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,26.7613636,TENNESSEE,2012,15560
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,95.8143939,TENNESSEE,2012,15784
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,597.0943182,TENNESSEE,2012,15826
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,62.8693182,TENNESSEE,2012,15966
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,81.7045455,TENNESSEE,2012,17470
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,89.1931818,TENNESSEE,2012,17600
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,204.3227273,TENNESSEE,2012,18124
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,37.2159091,TENNESSEE,2012,18176
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,322.425,TENNESSEE,2012,18192
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,170.8734848,TENNESSEE,2012,18368
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,185.969697,TENNESSEE,2012,18392
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,15.2840909,TENNESSEE,2012,18432
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,257.092803,TENNESSEE,2012,18591
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,40.2651515,TENNESSEE,2012,18768
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,51.5284091,TENNESSEE,2012,19471
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,2.7083333,TENNESSEE,2012,19670
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,3.9109848,TENNESSEE,2012,19710
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,108.0863636,TENNESSEE,2012,20030
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,2679.9242424,TENNESSEE,2012,20211
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,15.8901515,TENNESSEE,2012,22315
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,479.6875,TENNESSEE,2012,22434
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,23.3598485,TENNESSEE,2012,25126
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,11.0511364,TENNESSEE,2012,30030
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,5.8522727,TENNESSEE,2012,30618
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,7.9545455,TENNESSEE,2012,30643
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,128.1772727,TENNESSEE,2012,30669
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,6.0795455,TENNESSEE,2012,31315
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,17.7272727,TENNESSEE,2012,31498
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,13.2424242,TENNESSEE,2012,31694
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,4.8363636,TENNESSEE,2012,32165
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,0.0681818,TENNESSEE,2012,32229
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,0.4431818,TENNESSEE,2012,32307
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,9.375,TENNESSEE,2012,32647
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,24.175,TENNESSEE,2013,49
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,3.2575758,TENNESSEE,2013,766
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,133.6742424,TENNESSEE,2013,774
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,6.9128788,TENNESSEE,2013,972
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,42.2897727,TENNESSEE,2013,985
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,126.7424242,TENNESSEE,2013,1616
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,178.8958333,TENNESSEE,2013,1840
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,56.0965909,TENNESSEE,2013,2176
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,1506.8424242,TENNESSEE,2013,2288
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,202.0909091,TENNESSEE,2013,2412
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,469.6534091,TENNESSEE,2013,2460
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,194.4507576,TENNESSEE,2013,2764
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,33.6647727,TENNESSEE,2013,2853
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,14.3418561,TENNESSEE,2013,2880
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,76.8435606,TENNESSEE,2013,3610
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,149.7329545,TENNESSEE,2013,3660
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,499.9431818,TENNESSEE,2013,4370
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,2.0965909,TENNESSEE,2013,4480
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,42.8409091,TENNESSEE,2013,4567
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,199.3327311,TENNESSEE,2013,5110
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,5.7386364,TENNESSEE,2013,5640
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,2.2840909,TENNESSEE,2013,6035
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,246.0795455,TENNESSEE,2013,6040
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,305.7083333,TENNESSEE,2013,6370
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,284.5056818,TENNESSEE,2013,6716
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,27.9924242,TENNESSEE,2013,7025
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,190.3284091,TENNESSEE,2013,7060
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,110.7102273,TENNESSEE,2013,7090
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,168.9583333,TENNESSEE,2013,7170
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,39.4602273,TENNESSEE,2013,7215
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,3.7329545,TENNESSEE,2013,7225
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,57.7840909,TENNESSEE,2013,7310
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,47.6136364,TENNESSEE,2013,7365
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,59.0606061,TENNESSEE,2013,7650
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,359.4835227,TENNESSEE,2013,7655
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,576.0375,TENNESSEE,2013,9040
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,125.6060606,TENNESSEE,2013,9100
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,271.0628788,TENNESSEE,2013,9200
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,1812.5765152,TENNESSEE,2013,10310
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,44.3181818,TENNESSEE,2013,11064
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,58.4280303,TENNESSEE,2013,11120
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,121.8560606,TENNESSEE,2013,11296
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,174.2856061,TENNESSEE,2013,11336
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,107.0643939,TENNESSEE,2013,11376
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,88.1392045,TENNESSEE,2013,11416
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,334.7727273,TENNESSEE,2013,11448
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,11.875,TENNESSEE,2013,11520
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,30.2727273,TENNESSEE,2013,11600
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,5.8636364,TENNESSEE,2013,11624
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,12.6477273,TENNESSEE,2013,11752
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,119.4121212,TENNESSEE,2013,11776
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,36.7329545,TENNESSEE,2013,12042
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,43.3541667,TENNESSEE,2013,12168
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,43.1420455,TENNESSEE,2013,12204
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,8.5416667,TENNESSEE,2013,12222
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,11.6534091,TENNESSEE,2013,12234
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,3499.625,TENNESSEE,2013,12342
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,2445.9272727,TENNESSEE,2013,12438
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,121.6022727,TENNESSEE,2013,12697
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,61.2215909,TENNESSEE,2013,13430
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,507.1189394,TENNESSEE,2013,14010
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,6.6335227,TENNESSEE,2013,14040
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,147.9166667,TENNESSEE,2013,15126
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,65.5492424,TENNESSEE,2013,15140
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,3138.3752557,TENNESSEE,2013,15518
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,26.7613636,TENNESSEE,2013,15560
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,96.5530303,TENNESSEE,2013,15784
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,664.6212121,TENNESSEE,2013,15826
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,75.6818182,TENNESSEE,2013,15966
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,4.6875,TENNESSEE,2013,17400
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,81.8607955,TENNESSEE,2013,17470
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,90.8454545,TENNESSEE,2013,17600
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,205.3102273,TENNESSEE,2013,18124
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,37.2916667,TENNESSEE,2013,18176
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,332.8174242,TENNESSEE,2013,18192
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,175.3954545,TENNESSEE,2013,18368
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,133.75,TENNESSEE,2013,18392
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,15.2556818,TENNESSEE,2013,18432
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,259.1212121,TENNESSEE,2013,18591
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,40.2651515,TENNESSEE,2013,18768
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,52.125,TENNESSEE,2013,19471
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,2.717803,TENNESSEE,2013,19670
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,3.9109848,TENNESSEE,2013,19710
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,104.4136364,TENNESSEE,2013,20030
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,2716.1363636,TENNESSEE,2013,20211
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,14.3522727,TENNESSEE,2013,22315
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,481.4488636,TENNESSEE,2013,22434
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,23.8901515,TENNESSEE,2013,25126
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,11.0511364,TENNESSEE,2013,30030
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,5.8522727,TENNESSEE,2013,30618
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,8.0113636,TENNESSEE,2013,30643
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,129.8409091,TENNESSEE,2013,30669
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,6.0795455,TENNESSEE,2013,31315
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,18.4772727,TENNESSEE,2013,31498
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,13.6780303,TENNESSEE,2013,31694
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,4.8363636,TENNESSEE,2013,32165
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,0.8948864,TENNESSEE,2013,32307
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,9.6306818,TENNESSEE,2013,32647
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,1.5340909,TENNESSEE,2013,39121
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,27.9971591,TENNESSEE,2014,49
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,3.3143939,TENNESSEE,2014,766
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,133.9772727,TENNESSEE,2014,774
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,6.969697,TENNESSEE,2014,972
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,127.4431818,TENNESSEE,2014,1616
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,180.8626894,TENNESSEE,2014,1840
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,116.8840909,TENNESSEE,2014,2176
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,1519.538447,TENNESSEE,2014,2288
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,204.6998106,TENNESSEE,2014,2412
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,602.9693182,TENNESSEE,2014,2460
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,9.9375,TENNESSEE,2014,2556
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,195.5681818,TENNESSEE,2014,2764
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,33.7689394,TENNESSEE,2014,2853
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,14.4403409,TENNESSEE,2014,2880
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,110.3215909,TENNESSEE,2014,3610
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,149.5350379,TENNESSEE,2014,3660
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,505.8806818,TENNESSEE,2014,4370
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,5.0113636,TENNESSEE,2014,4480
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,43.1439394,TENNESSEE,2014,4567
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,204.76925,TENNESSEE,2014,5110
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,5.7386364,TENNESSEE,2014,5640
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,2.5227273,TENNESSEE,2014,6035
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,250.2840909,TENNESSEE,2014,6040
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,365.7,TENNESSEE,2014,6370
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,290.2670455,TENNESSEE,2014,6716
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,28.1060606,TENNESSEE,2014,7025
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,195.7344697,TENNESSEE,2014,7060
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,111.1079545,TENNESSEE,2014,7090
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,171.1041667,TENNESSEE,2014,7170
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,40.1231061,TENNESSEE,2014,7215
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,3.7329545,TENNESSEE,2014,7225
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,57.8977273,TENNESSEE,2014,7310
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,50.7386364,TENNESSEE,2014,7365
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,58.2121212,TENNESSEE,2014,7650
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,363.5795455,TENNESSEE,2014,7655
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,578.175,TENNESSEE,2014,9040
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,112.1333333,TENNESSEE,2014,9100
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,188.7340909,TENNESSEE,2014,9200
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,1703.9370568,TENNESSEE,2014,10310
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,45.2272727,TENNESSEE,2014,11064
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,59.4034091,TENNESSEE,2014,11120
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,121.9507576,TENNESSEE,2014,11296
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,155.4356061,TENNESSEE,2014,11336
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,110.5492424,TENNESSEE,2014,11376
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,88.8020833,TENNESSEE,2014,11416
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,337.7386364,TENNESSEE,2014,11448
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,70.5227273,TENNESSEE,2014,11520
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,30.3920455,TENNESSEE,2014,11600
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,5.8977273,TENNESSEE,2014,11624
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,12.6477273,TENNESSEE,2014,11752
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,120.2878788,TENNESSEE,2014,11776
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,37.3295455,TENNESSEE,2014,12042
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,43.2291667,TENNESSEE,2014,12168
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,43.4659091,TENNESSEE,2014,12204
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,8.5984848,TENNESSEE,2014,12222
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,11.6799242,TENNESSEE,2014,12234
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,3508.2045455,TENNESSEE,2014,12342
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,2568.8363636,TENNESSEE,2014,12438
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,122.6590909,TENNESSEE,2014,12697
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,61.9034091,TENNESSEE,2014,13430
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,496.5621212,TENNESSEE,2014,14010
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,6.6335227,TENNESSEE,2014,14040
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,149.4554924,TENNESSEE,2014,15126
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,66.25,TENNESSEE,2014,15140
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,2883.9210795,TENNESSEE,2014,15518
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,26.9318182,TENNESSEE,2014,15560
GAS DISTRIBUTION,SERVICES,NOT SPECIFIED,99.6969697,TENNESSEE,2014,15784
