System Type,System Type Detail,InterState Indicator,Total Miles,State Name,Calendar Year,Operator Count
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,10908.1,ALABAMA,2010,180
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,144.21,ALABAMA,2010,261
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,434,ALABAMA,2010,766
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,97,ALABAMA,2010,828
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,116,ALABAMA,2010,1192
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,32,ALABAMA,2010,1365
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,264,ALABAMA,2010,1584
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,201.77,ALABAMA,2010,1728
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,27.34,ALABAMA,2010,1736
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,97,ALABAMA,2010,2020
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,69,ALABAMA,2010,2088
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,22,ALABAMA,2010,2300
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,91,ALABAMA,2010,2304
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,472,ALABAMA,2010,2421
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,454,ALABAMA,2010,2456
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,481.024,ALABAMA,2010,2688
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,22,ALABAMA,2010,2784
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,823,ALABAMA,2010,2904
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,57,ALABAMA,2010,3050
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,244,ALABAMA,2010,3130
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,413.146,ALABAMA,2010,3183
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,636,ALABAMA,2010,3200
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,34,ALABAMA,2010,3490
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,512,ALABAMA,2010,5040
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,119,ALABAMA,2010,5090
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,32,ALABAMA,2010,5290
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,544.498,ALABAMA,2010,5300
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,388,ALABAMA,2010,5340
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,197,ALABAMA,2010,5700
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,150,ALABAMA,2010,6320
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,22,ALABAMA,2010,6460
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,158,ALABAMA,2010,6630
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,207,ALABAMA,2010,7110
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,1182,ALABAMA,2010,7685
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,63,ALABAMA,2010,9070
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,94,ALABAMA,2010,11176
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,70,ALABAMA,2010,11216
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,31,ALABAMA,2010,11595
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,73,ALABAMA,2010,12120
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,1003,ALABAMA,2010,12180
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,2240,ALABAMA,2010,12642
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,95,ALABAMA,2010,12824
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,42,ALABAMA,2010,12900
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,711.6,ALABAMA,2010,13535
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,1288.679,ALABAMA,2010,13820
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,175,ALABAMA,2010,14320
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,62,ALABAMA,2010,15504
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,75,ALABAMA,2010,15525
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,81,ALABAMA,2010,17130
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,56,ALABAMA,2010,17550
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,6,ALABAMA,2010,17590
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,297,ALABAMA,2010,17750
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,183,ALABAMA,2010,18140
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,100,ALABAMA,2010,18252
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,1447,ALABAMA,2010,18456
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,22.2,ALABAMA,2010,18644
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,49.1,ALABAMA,2010,18708
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,569,ALABAMA,2010,18784
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,61,ALABAMA,2010,19050
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,522.61,ALABAMA,2010,19740
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,64,ALABAMA,2010,19760
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,72,ALABAMA,2010,20150
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,46,ALABAMA,2010,21300
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,59,ALABAMA,2010,22322
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,30,ALABAMA,2010,22406
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,103.75,ALABAMA,2010,22605
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,41,ALABAMA,2010,24040
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,222.45,ALABAMA,2010,30530
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,216.881,ALABAMA,2010,31157
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,1.03,ALABAMA,2010,32139
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,10989.3,ALABAMA,2011,180
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,144.38,ALABAMA,2011,261
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,446,ALABAMA,2011,766
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,97,ALABAMA,2011,828
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,119,ALABAMA,2011,1192
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,279,ALABAMA,2011,1584
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,201.77,ALABAMA,2011,1728
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,31.61,ALABAMA,2011,1736
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,20.4,ALABAMA,2011,1808
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,97,ALABAMA,2011,2020
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,25,ALABAMA,2011,2044
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,69,ALABAMA,2011,2088
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,22,ALABAMA,2011,2300
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,91,ALABAMA,2011,2304
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,473,ALABAMA,2011,2421
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,454,ALABAMA,2011,2456
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,375.51,ALABAMA,2011,2688
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,22,ALABAMA,2011,2784
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,835,ALABAMA,2011,2904
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,57,ALABAMA,2011,3050
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,245,ALABAMA,2011,3130
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,413.58,ALABAMA,2011,3183
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,641.54,ALABAMA,2011,3200
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,34,ALABAMA,2011,3490
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,514,ALABAMA,2011,5040
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,151,ALABAMA,2011,5090
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,32,ALABAMA,2011,5290
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,546.605,ALABAMA,2011,5300
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,394,ALABAMA,2011,5340
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,197,ALABAMA,2011,5700
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,150,ALABAMA,2011,6320
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,26,ALABAMA,2011,6460
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,158,ALABAMA,2011,6630
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,210,ALABAMA,2011,7110
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,1188,ALABAMA,2011,7685
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,63,ALABAMA,2011,9070
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,94,ALABAMA,2011,11176
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,70,ALABAMA,2011,11216
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,38.9,ALABAMA,2011,11595
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,73,ALABAMA,2011,12120
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,945,ALABAMA,2011,12180
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,2251.23,ALABAMA,2011,12642
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,95,ALABAMA,2011,12824
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,42,ALABAMA,2011,12900
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,722.88,ALABAMA,2011,13535
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,1304.476,ALABAMA,2011,13820
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,172,ALABAMA,2011,14320
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,62,ALABAMA,2011,15504
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,75,ALABAMA,2011,15525
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,91,ALABAMA,2011,17130
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,56,ALABAMA,2011,17550
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,10,ALABAMA,2011,17556
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,6,ALABAMA,2011,17590
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,301,ALABAMA,2011,17750
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,183,ALABAMA,2011,18140
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,101,ALABAMA,2011,18252
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,1472,ALABAMA,2011,18456
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,22.2,ALABAMA,2011,18644
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,49.1,ALABAMA,2011,18708
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,569,ALABAMA,2011,18784
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,61,ALABAMA,2011,19050
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,523.079,ALABAMA,2011,19740
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,64,ALABAMA,2011,19760
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,72,ALABAMA,2011,20150
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,47,ALABAMA,2011,21300
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,59,ALABAMA,2011,22322
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,30,ALABAMA,2011,22406
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,104,ALABAMA,2011,22605
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,71,ALABAMA,2011,24040
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,224.95,ALABAMA,2011,30530
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,218.77,ALABAMA,2011,31157
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,1.03,ALABAMA,2011,32139
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,11077.3,ALABAMA,2012,180
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,144.58,ALABAMA,2012,261
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,460.5,ALABAMA,2012,766
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,122,ALABAMA,2012,828
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,122,ALABAMA,2012,1192
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,282,ALABAMA,2012,1584
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,201.77,ALABAMA,2012,1728
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,31.61,ALABAMA,2012,1736
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,20.4,ALABAMA,2012,1808
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,98,ALABAMA,2012,2020
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,25,ALABAMA,2012,2044
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,69,ALABAMA,2012,2088
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,22,ALABAMA,2012,2300
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,91,ALABAMA,2012,2304
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,478,ALABAMA,2012,2421
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,455,ALABAMA,2012,2456
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,380.963,ALABAMA,2012,2688
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,22,ALABAMA,2012,2784
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,864,ALABAMA,2012,2904
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,57,ALABAMA,2012,3050
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,246,ALABAMA,2012,3130
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,416.028,ALABAMA,2012,3183
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,653.405,ALABAMA,2012,3200
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,34,ALABAMA,2012,3490
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,518,ALABAMA,2012,5040
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,151.5,ALABAMA,2012,5090
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,32,ALABAMA,2012,5290
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,548.821,ALABAMA,2012,5300
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,402,ALABAMA,2012,5340
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,197,ALABAMA,2012,5700
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,158,ALABAMA,2012,6320
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,27,ALABAMA,2012,6460
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,158,ALABAMA,2012,6630
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,213.5,ALABAMA,2012,7110
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,1252.1,ALABAMA,2012,7685
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,63.5,ALABAMA,2012,9070
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,94,ALABAMA,2012,11176
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,71,ALABAMA,2012,11216
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,38.9,ALABAMA,2012,11595
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,73,ALABAMA,2012,12120
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,987,ALABAMA,2012,12180
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,2252.83,ALABAMA,2012,12642
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,95,ALABAMA,2012,12824
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,42,ALABAMA,2012,12900
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,733.63,ALABAMA,2012,13535
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,1313.34,ALABAMA,2012,13820
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,174,ALABAMA,2012,14320
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,62,ALABAMA,2012,15504
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,78,ALABAMA,2012,15525
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,91,ALABAMA,2012,17130
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,56,ALABAMA,2012,17550
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,10,ALABAMA,2012,17556
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,6,ALABAMA,2012,17590
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,302,ALABAMA,2012,17750
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,183,ALABAMA,2012,18140
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,101,ALABAMA,2012,18252
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,1485,ALABAMA,2012,18456
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,22.2,ALABAMA,2012,18644
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,49.1,ALABAMA,2012,18708
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,357.4,ALABAMA,2012,18784
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,61,ALABAMA,2012,19050
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,522.266,ALABAMA,2012,19740
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,64,ALABAMA,2012,19760
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,72,ALABAMA,2012,20150
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,47,ALABAMA,2012,21300
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,9,ALABAMA,2012,22014
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,59,ALABAMA,2012,22322
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,30,ALABAMA,2012,22406
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,104,ALABAMA,2012,22605
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,5,ALABAMA,2012,22693
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,41,ALABAMA,2012,24040
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,224.95,ALABAMA,2012,30530
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,222.341,ALABAMA,2012,31157
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,1.03,ALABAMA,2012,32139
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,12.4,ALABAMA,2012,38918
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,11006.2,ALABAMA,2013,180
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,146.37,ALABAMA,2013,261
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,475,ALABAMA,2013,766
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,121.1,ALABAMA,2013,828
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,124,ALABAMA,2013,1192
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,304,ALABAMA,2013,1584
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,202.38,ALABAMA,2013,1728
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,31.61,ALABAMA,2013,1736
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,20.4,ALABAMA,2013,1808
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,99.28,ALABAMA,2013,2020
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,25,ALABAMA,2013,2044
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,69,ALABAMA,2013,2088
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,22,ALABAMA,2013,2300
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,91,ALABAMA,2013,2304
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,481,ALABAMA,2013,2421
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,455,ALABAMA,2013,2456
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,383.537,ALABAMA,2013,2688
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,22,ALABAMA,2013,2784
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,880,ALABAMA,2013,2904
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,57,ALABAMA,2013,3050
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,250,ALABAMA,2013,3130
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,416.482,ALABAMA,2013,3183
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,669.893,ALABAMA,2013,3200
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,34,ALABAMA,2013,3490
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,521,ALABAMA,2013,5040
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,151.5,ALABAMA,2013,5090
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,32,ALABAMA,2013,5290
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,551.696,ALABAMA,2013,5300
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,410,ALABAMA,2013,5340
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,198,ALABAMA,2013,5700
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,166,ALABAMA,2013,6320
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,27,ALABAMA,2013,6460
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,158,ALABAMA,2013,6630
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,211.64,ALABAMA,2013,7110
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,1261.6,ALABAMA,2013,7685
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,63.5,ALABAMA,2013,9070
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,94,ALABAMA,2013,11176
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,71,ALABAMA,2013,11216
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,48.9,ALABAMA,2013,11595
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,73,ALABAMA,2013,12120
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,1017,ALABAMA,2013,12180
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,2258.37,ALABAMA,2013,12642
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,95,ALABAMA,2013,12824
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,42,ALABAMA,2013,12900
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,737.46,ALABAMA,2013,13535
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,1324.14,ALABAMA,2013,13820
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,178,ALABAMA,2013,14320
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,62,ALABAMA,2013,15504
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,78,ALABAMA,2013,15525
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,92.5,ALABAMA,2013,17130
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,57,ALABAMA,2013,17550
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,10,ALABAMA,2013,17556
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,6,ALABAMA,2013,17590
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,304,ALABAMA,2013,17750
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,184,ALABAMA,2013,18140
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,101,ALABAMA,2013,18252
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,1511.86,ALABAMA,2013,18456
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,22.2,ALABAMA,2013,18644
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,49.1,ALABAMA,2013,18708
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,349.1,ALABAMA,2013,18784
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,61,ALABAMA,2013,19050
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,521.54,ALABAMA,2013,19740
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,65,ALABAMA,2013,19760
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,72,ALABAMA,2013,20150
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,47,ALABAMA,2013,21300
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,9,ALABAMA,2013,22014
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,59,ALABAMA,2013,22322
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,30,ALABAMA,2013,22406
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,104,ALABAMA,2013,22605
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,5,ALABAMA,2013,22693
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,41,ALABAMA,2013,24040
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,227.65,ALABAMA,2013,30530
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,227.916,ALABAMA,2013,31157
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,1.03,ALABAMA,2013,32139
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,12.4,ALABAMA,2013,38918
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,11016.9,ALABAMA,2014,180
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,147.68,ALABAMA,2014,261
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,495,ALABAMA,2014,766
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,121,ALABAMA,2014,828
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,129,ALABAMA,2014,1192
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,309.446,ALABAMA,2014,1584
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,202.38,ALABAMA,2014,1728
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,31.61,ALABAMA,2014,1736
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,20.4,ALABAMA,2014,1808
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,99.28,ALABAMA,2014,2020
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,25,ALABAMA,2014,2044
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,69,ALABAMA,2014,2088
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,22,ALABAMA,2014,2300
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,91,ALABAMA,2014,2304
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,483,ALABAMA,2014,2421
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,455,ALABAMA,2014,2456
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,385.809,ALABAMA,2014,2688
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,16.6,ALABAMA,2014,2784
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,926,ALABAMA,2014,2904
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,57,ALABAMA,2014,3050
