Calendar Year,System Type,LNG Tanks,LNG Plants,Facility Status,Report ID,LNG No Leaks Incidents,PORTAL_DATE,Operator Count,Operator Count,State Name,Pipeline Region Name,Inter / Intra
2014,LNG,1,11,I,20150196,N,2017-03-07 04:06:52,1,11856,MASSACHUSETTS,EASTERN,INTRASTATE
2014,LNG,3,3,I,20150197,N,2017-03-07 04:06:52,1,1640,MASSACHUSETTS,EASTERN,INTRASTATE
2014,LNG,5,1,I,20150198,N,2017-03-07 04:06:52,1,32220,TEXAS,SOUTHWEST,INTERSTATE
2014,LNG,1,1,I,20150199,N,2017-03-07 04:06:52,1,31421,CONNECTICUT,EASTERN,INTERSTATE
2014,LNG,6,4,I,20150200,N,2017-03-07 04:06:52,1,180,ALABAMA,SOUTHERN,INTRASTATE
2014,LNG,2,2,I,20150201,N,2017-03-07 04:06:52,1,13840,OREGON,WESTERN,INTRASTATE
2014,LNG,1,1,I,20150202,N,2017-03-07 04:06:52,1,2392,INDIANA,CENTRAL,INTRASTATE
2014,LNG,1,1,I,20150203,N,2017-03-07 04:06:52,1,13783,WISCONSIN,CENTRAL,INTRASTATE
2014,LNG,1,3,I,20150204,N,2017-03-07 04:06:52,1,12350,MINNESOTA,CENTRAL,INTRASTATE
2014,LNG,5,2,I,20150205,N,2017-03-07 04:06:52,1,31044,WYOMING,WESTERN,INTRASTATE
2014,LNG,7,1,I,20150206,N,2017-03-07 04:06:52,1,31664,MARYLAND,EASTERN,INTERSTATE
2014,LNG,2,2,I,20150207,N,2017-03-07 04:06:52,1,15518,NORTH CAROLINA,SOUTHERN,INTRASTATE
2014,LNG,1,1,I,20150207,N,2017-03-07 04:06:52,1,15518,TENNESSEE,SOUTHERN,INTRASTATE
2014,LNG,2,1,I,20150208,N,2017-03-07 04:06:52,1,18112,CALIFORNIA,WESTERN,INTRASTATE
2014,LNG,3,2,I,20150209,N,2017-03-07 04:06:52,1,18408,SOUTH CAROLINA,SOUTHERN,INTRASTATE
2014,LNG,1,1,I,20150210,N,2017-03-07 04:06:52,1,31770,MASSACHUSETTS,EASTERN,INTRASTATE
2014,LNG,4,3,I,20150211,N,2017-03-07 04:06:52,1,30750,IOWA,CENTRAL,INTRASTATE
2014,LNG,1,1,I,20150212,N,2017-03-07 04:06:52,1,2700,CONNECTICUT,EASTERN,INTRASTATE
2014,LNG,2,1,I,20150213,N,2017-03-07 04:06:52,1,1344,MASSACHUSETTS,EASTERN,INTRASTATE
2014,LNG,1,1,I,20150214,N,2017-03-07 04:06:52,1,11713,NEW YORK,EASTERN,INTRASTATE
2014,LNG,2,1,I,20150215,N,2017-03-07 04:06:52,1,1800,NEW YORK,EASTERN,INTRASTATE
2014,LNG,1,1,I,20150216,N,2017-03-07 04:06:52,1,12390,NEBRASKA,CENTRAL,INTRASTATE
2014,LNG,1,1,I,20150217,N,2017-03-07 04:06:52,1,12342,TENNESSEE,SOUTHERN,INTRASTATE
2014,LNG,1,1,I,20150218,N,2017-03-07 04:06:52,1,18440,NEW JERSEY,EASTERN,INTRASTATE
2014,LNG,1,1,I,20150219,N,2017-03-07 04:06:52,1,22777,WISCONSIN,CENTRAL,INTRASTATE
2014,LNG,4,1,I,20150220,N,2017-03-07 04:06:52,1,22763,WISCONSIN,CENTRAL,INTRASTATE
2014,LNG,2,1,I,20150221,N,2017-03-07 04:06:52,1,15329,ILLINOIS,CENTRAL,INTRASTATE
2014,LNG,5,2,I,20150222,N,2017-03-07 04:06:52,1,1088,MARYLAND,EASTERN,INTRASTATE
2014,LNG,2,1,I,20150223,N,2017-03-07 04:06:52,1,32640,MISSISSIPPI,SOUTHERN,INTERSTATE
2014,LNG,2,1,I,20150224,N,2017-03-07 04:06:52,1,3411,MASSACHUSETTS,EASTERN,INTERSTATE
2014,LNG,4,1,I,20150225,N,2017-03-07 04:06:52,1,6790,NORTH CAROLINA,SOUTHERN,INTRASTATE
2014,LNG,11,1,I,20150226,N,2017-03-07 04:06:52,1,15007,CALIFORNIA,WESTERN,INTRASTATE
2014,LNG,1,1,I,20150227,N,2017-03-07 04:06:52,1,2604,VIRGINIA,EASTERN,INTRASTATE
2014,LNG,9,4,I,20150228,N,2017-03-07 04:06:52,1,1209,MASSACHUSETTS,EASTERN,INTRASTATE
2014,LNG,3,2,I,20150229,N,2017-03-07 04:06:52,1,13299,NEW JERSEY,EASTERN,INTRASTATE
2014,LNG,2,1,I,20150230,N,2017-03-07 04:06:52,1,31636,MINNESOTA,CENTRAL,INTRASTATE
2014,LNG,1,1,I,20150231,N,2017-03-07 04:06:52,1,17540,VIRGINIA,EASTERN,INTRASTATE
2014,LNG,1,1,I,20150232,N,2017-03-07 04:06:52,1,13750,IOWA,CENTRAL,INTERSTATE
2014,LNG,1,1,I,20150232,N,2017-03-07 04:06:52,1,13750,MINNESOTA,CENTRAL,INTERSTATE
2014,LNG,2,1,I,20150233,N,2017-03-07 04:06:52,1,32684,NORTH CAROLINA,SOUTHERN,INTERSTATE
2014,LNG,5,1,I,20150234,N,2017-03-07 04:06:52,1,18490,GEORGIA,SOUTHERN,INTERSTATE
2014,LNG,5,1,I,20150235,N,2017-03-07 04:06:52,1,32152,LOUISIANA,SOUTHWEST,INTERSTATE
2014,LNG,2,1,I,20150236,N,2017-03-07 04:06:52,1,13730,INDIANA,CENTRAL,INTRASTATE
2014,LNG,4,1,I,20150237,N,2017-03-07 04:06:52,1,7330,MASSACHUSETTS,EASTERN,INTRASTATE
2014,LNG,4,1,I,20150238,N,2017-03-07 04:06:52,1,19733,LOUISIANA,SOUTHWEST,INTERSTATE
2014,LNG,2,1,I,20150239,N,2017-03-07 04:06:52,1,39054,WASHINGTON,WESTERN,INTERSTATE
2014,LNG,1,1,I,20150240,N,2017-03-07 04:06:52,1,3240,DELAWARE,EASTERN,INTRASTATE
2014,LNG,1,1,I,20150241,N,2017-03-07 04:06:52,1,4070,TENNESSEE,SOUTHERN,INTERSTATE
2014,LNG,4,2,I,20150242,N,2017-03-07 04:06:52,1,22189,WASHINGTON,WESTERN,INTRASTATE
2014,LNG,1,1,I,20150243,N,2017-03-07 04:06:52,1,15952,NEW JERSEY,EASTERN,INTRASTATE
2014,LNG,1,1,I,20150244,N,2017-03-07 04:06:52,1,15938,NORTH CAROLINA,SOUTHERN,INTRASTATE
2014,LNG,1,1,I,20150245,N,2017-03-07 04:06:52,1,15033,NEVADA,WESTERN,INTERSTATE
2014,LNG,1,1,I,20150246,N,2017-03-07 04:06:52,1,31191,MONTANA,WESTERN,INTRASTATE
2014,LNG,8,2,I,20150247,N,2017-03-07 04:06:52,1,99128,ALASKA,WESTERN,INTRASTATE
2014,LNG,3,1,I,20150248,N,2017-03-07 04:06:52,1,7351,MASSACHUSETTS,EASTERN,INTERSTATE
2014,LNG,2,1,I,20150248,N,2017-03-07 04:06:52,1,7351,MASSACHUSETTS,EASTERN,INTRASTATE
2014,LNG,1,1,I,20150249,N,2017-03-07 04:06:52,1,13860,CONNECTICUT,EASTERN,INTRASTATE
2014,LNG,0,1,I,20150250,N,2017-03-07 04:06:52,1,39092,ALASKA,WESTERN,INTRASTATE
2014,LNG,2,1,I,20150251,N,2017-03-07 04:06:52,1,38927,PENNSYLVANIA,EASTERN,INTERSTATE
2014,LNG,1,1,I,20150252,N,2017-03-07 04:06:52,1,39053,INDIANA,CENTRAL,INTRASTATE
2015,LNG,4,1,I,20160253,N,2017-03-07 04:06:52,1,31337,ARIZONA,WESTERN,INTRASTATE
2015,LNG,2,1,I,20160254,N,2017-03-07 04:06:52,1,32496,ARIZONA,WESTERN,INTRASTATE
2015,LNG,2,1,I,20160255,N,2017-03-07 04:06:52,1,19570,NEW JERSEY,EASTERN,INTERSTATE
2015,LNG,1,1,I,20160256,N,2017-03-07 04:06:52,1,39053,INDIANA,CENTRAL,INTRASTATE
2015,LNG,3,3,I,20160257,N,2017-03-07 04:06:52,1,16667,NEW HAMPSHIRE,EASTERN,INTRASTATE
2015,LNG,1,1,I,20160258,N,2017-03-07 04:06:52,1,31770,MASSACHUSETTS,EASTERN,INTRASTATE
2015,LNG,1,1,I,20160259,N,2017-03-07 04:06:52,1,15462,PENNSYLVANIA,EASTERN,INTRASTATE
2015,LNG,1,1,I,20160260,N,2017-03-07 04:06:52,1,12444,MASSACHUSETTS,EASTERN,INTRASTATE
2015,LNG,1,1,I,20160261,N,2017-03-07 04:06:52,1,909,GEORGIA,SOUTHERN,INTRASTATE
2015,LNG,2,1,I,20160262,N,2017-03-07 04:06:52,1,32684,NORTH CAROLINA,SOUTHERN,INTERSTATE
2015,LNG,4,3,I,20160263,N,2017-03-07 04:06:52,1,792,GEORGIA,SOUTHERN,INTRASTATE
2015,LNG,1,1,I,20160264,N,2017-03-07 04:06:52,1,2288,TENNESSEE,SOUTHERN,INTERSTATE
2015,LNG,1,1,I,20160265,N,2017-03-07 04:06:52,1,32648,ALABAMA,SOUTHERN,INTRASTATE
2015,LNG,1,1,I,20160266,N,2017-03-07 04:06:52,1,4350,NEW JERSEY,EASTERN,INTRASTATE
2015,LNG,2,1,I,20160267,N,2017-03-07 04:06:52,1,18112,CALIFORNIA,WESTERN,INTRASTATE
2015,LNG,2,1,I,20160268,N,2017-03-07 04:06:52,1,38927,PENNSYLVANIA,EASTERN,INTERSTATE
2015,LNG,5,1,I,20160269,N,2017-03-07 04:06:52,1,32220,TEXAS,SOUTHWEST,INTERSTATE
2015,LNG,3,1,I,20160270,N,2017-03-07 04:06:52,1,15480,ALASKA,WESTERN,INTRASTATE
2015,LNG,1,1,I,20160271,N,2017-03-07 04:06:52,1,2616,VIRGINIA,EASTERN,INTERSTATE
2015,LNG,3,2,I,20160272,N,2017-03-07 04:06:52,1,15469,PENNSYLVANIA,EASTERN,INTRASTATE
2015,LNG,1,1,I,20160273,N,2017-03-07 04:06:52,1,32561,PUERTO RICO,SOUTHERN,INTERSTATE
2015,LNG,1,1,I,20160274,N,2017-03-07 04:06:52,1,2700,CONNECTICUT,EASTERN,INTRASTATE
2015,LNG,3,1,I,20160275,N,2017-03-07 04:06:52,1,7351,MASSACHUSETTS,EASTERN,INTERSTATE
2015,LNG,2,1,I,20160275,N,2017-03-07 04:06:52,1,7351,MASSACHUSETTS,EASTERN,INTRASTATE
2015,LNG,1,1,I,20160276,N,2017-03-07 04:06:52,1,4547,MASSACHUSETTS,EASTERN,INTRASTATE
2015,LNG,3,2,I,20160277,N,2017-03-07 04:06:52,1,2066,MASSACHUSETTS,EASTERN,INTRASTATE
2015,LNG,2,1,I,20160278,N,2017-03-07 04:06:52,1,1800,NEW YORK,EASTERN,INTRASTATE
2015,LNG,1,1,I,20160279,N,2017-03-07 04:06:52,1,13480,RHODE ISLAND,EASTERN,INTERSTATE
2015,LNG,2,2,I,20160279,N,2017-03-07 04:06:52,1,13480,RHODE ISLAND,EASTERN,INTRASTATE
2015,LNG,3,1,I,20160280,N,2017-03-07 04:06:52,1,13795,MAINE,EASTERN,INTRASTATE
2015,LNG,1,1,I,20160281,N,2017-03-07 04:06:52,1,5200,MASSACHUSETTS,EASTERN,INTRASTATE
2015,LNG,2,1,I,20160282,N,2017-03-07 04:06:52,1,15329,ILLINOIS,CENTRAL,INTRASTATE
2015,LNG,3,1,I,20160283,N,2017-03-07 04:06:52,1,32214,LOUISIANA,SOUTHWEST,INTERSTATE
2015,LNG,1,1,I,20160284,N,2017-03-07 04:06:52,1,24015,CONNECTICUT,EASTERN,INTRASTATE
2015,LNG,1,1,I,20160285,N,2017-03-07 04:06:52,1,31421,CONNECTICUT,EASTERN,INTERSTATE
2015,LNG,7,1,I,20160286,N,2017-03-07 04:06:52,1,31664,MARYLAND,EASTERN,INTERSTATE
2015,LNG,2,2,I,20160287,N,2017-03-07 04:06:52,1,2392,INDIANA,CENTRAL,INTRASTATE
2015,LNG,1,1,I,20160288,N,2017-03-07 04:06:52,1,13860,CONNECTICUT,EASTERN,INTRASTATE
2015,LNG,2,2,I,20160289,N,2017-03-07 04:06:52,1,8160,IDAHO,WESTERN,INTRASTATE
2015,LNG,8,2,I,20160290,N,2017-03-07 04:06:52,1,19733,LOUISIANA,SOUTHWEST,INTERSTATE
2015,LNG,5,2,I,20160291,N,2017-03-07 04:06:52,1,31044,WYOMING,WESTERN,INTRASTATE
2015,LNG,1,2,I,20160292,N,2017-03-07 04:06:52,1,12350,MINNESOTA,CENTRAL,INTRASTATE
2015,LNG,0,1,I,20160292,N,2017-03-07 04:06:52,1,12350,TEXAS,SOUTHWEST,INTRASTATE
2015,LNG,4,2,I,20160293,N,2017-03-07 04:06:52,1,22189,WASHINGTON,WESTERN,INTRASTATE
2015,LNG,8,2,I,20160294,N,2017-03-07 04:06:52,1,99128,ALASKA,WESTERN,INTRASTATE
2015,LNG,0,1,I,20160295,N,2017-03-07 04:06:52,1,39092,ALASKA,WESTERN,INTRASTATE
2015,LNG,6,4,I,20160296,N,2017-03-07 04:06:52,1,180,ALABAMA,SOUTHERN,INTRASTATE
2015,LNG,1,1,I,20160297,N,2017-03-07 04:06:52,1,31191,MONTANA,WESTERN,INTRASTATE
2015,LNG,2,1,I,20160298,N,2017-03-07 04:06:52,1,1344,MASSACHUSETTS,EASTERN,INTRASTATE
2015,LNG,1,1,I,20160299,N,2017-03-07 04:06:52,1,2704,NEW YORK,EASTERN,INTRASTATE
2015,LNG,2,2,I,20160300,N,2017-03-07 04:06:52,1,13840,OREGON,WESTERN,INTRASTATE
2015,LNG,1,1,I,20160301,N,2017-03-07 04:06:52,1,4070,TENNESSEE,SOUTHERN,INTERSTATE
2015,LNG,2,1,I,20160302,N,2017-03-07 04:06:52,1,32206,TEXAS,SOUTHWEST,INTERSTATE
2015,LNG,3,2,I,20160303,N,2017-03-07 04:06:52,1,18408,SOUTH CAROLINA,SOUTHERN,INTRASTATE
2015,LNG,5,1,I,20160304,N,2017-03-07 04:06:52,1,32152,LOUISIANA,SOUTHWEST,INTERSTATE
2015,LNG,2,1,I,20160305,N,2017-03-07 04:06:52,1,32640,MISSISSIPPI,SOUTHERN,INTERSTATE
2015,LNG,1,1,I,20160306,N,2017-03-07 04:06:52,1,15938,NORTH CAROLINA,SOUTHERN,INTRASTATE
2015,LNG,1,1,I,20160307,N,2017-03-07 04:06:52,1,12342,TENNESSEE,SOUTHERN,INTRASTATE
2015,LNG,1,1,I,20160308,N,2017-03-07 04:06:52,1,15952,NEW JERSEY,EASTERN,INTRASTATE
2015,LNG,4,1,I,20160309,N,2017-03-07 04:06:52,1,7330,MASSACHUSETTS,EASTERN,INTRASTATE
2015,LNG,1,1,I,20160310,N,2017-03-07 04:06:52,1,12390,NEBRASKA,CENTRAL,INTRASTATE
2015,LNG,2,1,I,20160311,N,2017-03-07 04:06:52,1,39054,WASHINGTON,WESTERN,INTERSTATE
2015,LNG,1,1,I,20160312,N,2017-03-07 04:06:52,1,22777,WISCONSIN,CENTRAL,INTRASTATE
2015,LNG,4,1,I,20160313,N,2017-03-07 04:06:52,1,22763,WISCONSIN,CENTRAL,INTRASTATE
2015,LNG,3,3,I,20160314,N,2017-03-07 04:06:52,1,1640,MASSACHUSETTS,EASTERN,INTRASTATE
2015,LNG,1,1,I,20160315,N,2017-03-07 04:06:52,1,630,ARKANSAS,SOUTHWEST,INTRASTATE
2015,LNG,3,2,I,20160316,N,2017-03-07 04:06:52,1,13299,NEW JERSEY,EASTERN,INTRASTATE
2015,LNG,1,1,I,20160317,N,2017-03-07 04:06:52,1,11713,NEW YORK,EASTERN,INTRASTATE
2015,LNG,1,1,I,20160318,N,2017-03-07 04:06:52,1,18440,NEW JERSEY,EASTERN,INTRASTATE
2015,LNG,1,11,I,20160319,N,2017-03-07 04:06:52,1,11856,MASSACHUSETTS,EASTERN,INTRASTATE
2015,LNG,1,1,I,20160320,N,2017-03-07 04:06:52,1,17540,VIRGINIA,EASTERN,INTRASTATE
2015,LNG,4,3,I,20160321,N,2017-03-07 04:06:52,1,30750,IOWA,CENTRAL,INTRASTATE
2015,LNG,5,2,I,20160322,N,2017-03-07 04:06:52,1,1088,MARYLAND,EASTERN,INTRASTATE
2015,LNG,1,1,I,20160323,N,2017-03-07 04:06:52,1,13750,IOWA,CENTRAL,INTERSTATE
2015,LNG,1,1,I,20160323,N,2017-03-07 04:06:52,1,13750,MINNESOTA,CENTRAL,INTERSTATE
2015,LNG,1,1,I,20160324,N,2017-03-07 04:06:52,1,13783,WISCONSIN,CENTRAL,INTRASTATE
2015,LNG,1,1,I,20160325,N,2017-03-07 04:06:52,1,3240,DELAWARE,EASTERN,INTRASTATE
2015,LNG,2,1,I,20160326,N,2017-03-07 04:06:52,1,31636,MINNESOTA,CENTRAL,INTRASTATE
2015,LNG,5,1,I,20160327,N,2017-03-07 04:06:52,1,18490,GEORGIA,SOUTHERN,INTERSTATE
2015,LNG,2,1,I,20160328,N,2017-03-07 04:06:52,1,3411,MASSACHUSETTS,EASTERN,INTERSTATE
2015,LNG,2,2,I,20160329,N,2017-03-07 04:06:52,1,15518,NORTH CAROLINA,SOUTHERN,INTRASTATE
2015,LNG,1,1,I,20160329,N,2017-03-07 04:06:52,1,15518,TENNESSEE,SOUTHERN,INTRASTATE
2015,LNG,9,4,I,20160330,N,2017-03-07 04:06:52,1,1209,MASSACHUSETTS,EASTERN,INTRASTATE
2015,LNG,22,21,I,20160332,N,2017-03-07 04:06:52,1,15007,CALIFORNIA,WESTERN,INTRASTATE
2015,LNG,2,1,I,20160333,N,2017-03-07 04:06:52,1,13730,INDIANA,CENTRAL,INTRASTATE
2015,LNG,1,1,I,20160334,N,2017-03-07 04:06:52,1,15033,NEVADA,WESTERN,INTERSTATE
2015,LNG,6,1,I,20160335,N,2017-03-07 04:06:52,1,6790,NORTH CAROLINA,SOUTHERN,INTRASTATE
2015,LNG,3,1,I,20160336,N,2017-03-07 04:06:52,1,39453,TEXAS,SOUTHWEST,INTRASTATE
