Calendar Year,System Type,Inter/Intra,Commodity,Type A Miles,Type B Miles,Offshore Miles,Total Miles,Operator Count,Operator Count, VALUEOF(PORTAL_DATE)
2011,GAS GATHERING,INTRASTATE,NATURAL GAS,2,0,0,2,1,31910,2017-03-07 04:06:52
2011,GAS GATHERING,INTRASTATE,NATURAL GAS,0,3,0,3,1,31919,2017-03-07 04:06:52
2011,GAS GATHERING,INTRASTATE,NATURAL GAS,36,0,0,36,1,31925,2017-03-07 04:06:52
2011,GAS GATHERING,INTRASTATE,NATURAL GAS,0,2,0,2,1,31929,2017-03-07 04:06:52
2011,GAS GATHERING,INTRASTATE,NATURAL GAS,0,2.3,0,2.3,1,31931,2017-03-07 04:06:52
2011,GAS GATHERING,INTRASTATE,NATURAL GAS,1,0,0,1,1,31934,2017-03-07 04:06:52
2011,GAS GATHERING,INTRASTATE,NATURAL GAS,97.13,0,0,97.13,1,31943,2017-03-07 04:06:52
2011,GAS GATHERING,INTRASTATE,NATURAL GAS,4,0,0,4,1,31949,2017-03-07 04:06:52
2011,GAS GATHERING,INTRASTATE,NATURAL GAS,19,0,0,19,1,31967,2017-03-07 04:06:52
2011,GAS GATHERING,INTRASTATE,NATURAL GAS,0,10.1,0,10.1,1,31968,2017-03-07 04:06:52
2011,GAS GATHERING,INTRASTATE,NATURAL GAS,0,0,12,12,1,31983,2017-03-07 04:06:52
2011,GAS GATHERING,INTRASTATE,NATURAL GAS,2.8,0,58,60.8,1,31994,2017-03-07 04:06:52
2011,GAS GATHERING,INTRASTATE,NATURAL GAS,16,16,0,32,1,32001,2017-03-07 04:06:52
2011,GAS GATHERING,INTRASTATE,NATURAL GAS,0,91.625,0,91.625,1,32007,2017-03-07 04:06:52
2011,GAS GATHERING,INTRASTATE,NATURAL GAS,18.555,0,0,18.555,1,32045,2017-03-07 04:06:52
2011,GAS GATHERING,INTRASTATE,NATURAL GAS,0,0,73.2,73.2,1,32052,2017-03-07 04:06:52
2011,GAS GATHERING,INTRASTATE,NATURAL GAS,38,0,0,38,1,32055,2017-03-07 04:06:52
2011,GAS GATHERING,INTRASTATE,NATURAL GAS,6.11,0,0,6.11,1,32073,2017-03-07 04:06:52
2011,GAS GATHERING,INTRASTATE,NATURAL GAS,0,1.69,8.09,9.78,1,32083,2017-03-07 04:06:52
2011,GAS GATHERING,INTRASTATE,NATURAL GAS,80.6,0,99,179.6,1,32099,2017-03-07 04:06:52
2011,GAS GATHERING,INTRASTATE,NATURAL GAS,0,1.4,0,1.4,1,32111,2017-03-07 04:06:52
2011,GAS GATHERING,INTRASTATE,NATURAL GAS,1.368,0,0,1.368,1,32112,2017-03-07 04:06:52
2011,GAS GATHERING,INTRASTATE,NATURAL GAS,181.19,0,0,181.19,1,32118,2017-03-07 04:06:52
2011,GAS GATHERING,INTRASTATE,NATURAL GAS,378,0,0,378,1,32124,2017-03-07 04:06:52
2011,GAS GATHERING,INTRASTATE,NATURAL GAS,1,0,0,1,1,32137,2017-03-07 04:06:52
2011,GAS GATHERING,INTRASTATE,NATURAL GAS,92.24,0,0,92.24,1,32160,2017-03-07 04:06:52
2011,GAS GATHERING,INTRASTATE,NATURAL GAS,0,14.1,0,14.1,1,32166,2017-03-07 04:06:52
2011,GAS GATHERING,INTRASTATE,NATURAL GAS,4.76,0,0,4.76,1,32168,2017-03-07 04:06:52
2011,GAS GATHERING,INTRASTATE,NATURAL GAS,29.5,0,0,29.5,1,32171,2017-03-07 04:06:52
2011,GAS GATHERING,INTRASTATE,NATURAL GAS,0,2,0,2,1,32175,2017-03-07 04:06:52
2011,GAS GATHERING,INTRASTATE,NATURAL GAS,9.7,8.1,0,17.8,1,32178,2017-03-07 04:06:52
2011,GAS GATHERING,INTRASTATE,NATURAL GAS,21,0,0,21,1,32181,2017-03-07 04:06:52
2011,GAS GATHERING,INTRASTATE,NATURAL GAS,1,0,0,1,1,32189,2017-03-07 04:06:52
2011,GAS GATHERING,INTRASTATE,NATURAL GAS,0,51,0,51,1,32197,2017-03-07 04:06:52
2011,GAS GATHERING,INTRASTATE,NATURAL GAS,0,0,2.86,2.86,1,32199,2017-03-07 04:06:52
2011,GAS GATHERING,INTRASTATE,NATURAL GAS,0,4.5,0,4.5,1,32200,2017-03-07 04:06:52
2011,GAS GATHERING,INTRASTATE,NATURAL GAS,13.8,0,27.87,41.67,1,32205,2017-03-07 04:06:52
2011,GAS GATHERING,INTRASTATE,NATURAL GAS,4.23,0,0,4.23,1,32218,2017-03-07 04:06:52
2011,GAS GATHERING,INTRASTATE,NATURAL GAS,53.53,0.35,0,53.88,1,32228,2017-03-07 04:06:52
2011,GAS GATHERING,INTRASTATE,NATURAL GAS,70.79,0,0,70.79,1,32231,2017-03-07 04:06:52
2011,GAS GATHERING,INTRASTATE,NATURAL GAS,0,12.45,0.85,13.3,1,32233,2017-03-07 04:06:52
2011,GAS GATHERING,INTRASTATE,NATURAL GAS,13.28,0,0,13.28,1,32234,2017-03-07 04:06:52
2011,GAS GATHERING,INTRASTATE,NATURAL GAS,11,0,0,11,1,32236,2017-03-07 04:06:52
2011,GAS GATHERING,INTRASTATE,NATURAL GAS,2,0,0,2,1,32240,2017-03-07 04:06:52
2011,GAS GATHERING,INTRASTATE,NATURAL GAS,0,0,7.89,7.89,1,32244,2017-03-07 04:06:52
2011,GAS GATHERING,INTRASTATE,NATURAL GAS,0,0,2.22,2.22,1,32255,2017-03-07 04:06:52
2011,GAS GATHERING,INTRASTATE,NATURAL GAS,0,6.34,0,6.34,1,32268,2017-03-07 04:06:52
2011,GAS GATHERING,INTRASTATE,NATURAL GAS,3.5,0,0,3.5,1,32271,2017-03-07 04:06:52
2011,GAS GATHERING,INTRASTATE,NATURAL GAS,4.7,0,0,4.7,1,32273,2017-03-07 04:06:52
2011,GAS GATHERING,INTRASTATE,NATURAL GAS,0,3.94,0,3.94,1,32276,2017-03-07 04:06:52
2011,GAS GATHERING,INTRASTATE,NATURAL GAS,34,0,0,34,1,32285,2017-03-07 04:06:52
2011,GAS GATHERING,INTRASTATE,NATURAL GAS,2.76,0,0,2.76,1,32286,2017-03-07 04:06:52
2011,GAS GATHERING,INTRASTATE,NATURAL GAS,6.3,3.7,0,10,1,32292,2017-03-07 04:06:52
2011,GAS GATHERING,INTRASTATE,NATURAL GAS,7,8,0,15,1,32293,2017-03-07 04:06:52
2011,GAS GATHERING,INTRASTATE,NATURAL GAS,141.5,3.6,0,145.1,1,32296,2017-03-07 04:06:52
2011,GAS GATHERING,INTRASTATE,NATURAL GAS,0,8,0,8,1,32309,2017-03-07 04:06:52
2011,GAS GATHERING,INTRASTATE,NATURAL GAS,8.3,0,0,8.3,1,32312,2017-03-07 04:06:52
2011,GAS GATHERING,INTRASTATE,NATURAL GAS,5.2,0,0,5.2,1,32337,2017-03-07 04:06:52
2011,GAS GATHERING,INTRASTATE,NATURAL GAS,6.4,0,0,6.4,1,32352,2017-03-07 04:06:52
2011,GAS GATHERING,INTRASTATE,NATURAL GAS,81.42,0,0,81.42,1,32354,2017-03-07 04:06:52
2011,GAS GATHERING,INTRASTATE,NATURAL GAS,2.9,0,0,2.9,1,32361,2017-03-07 04:06:52
2011,GAS GATHERING,INTRASTATE,NATURAL GAS,39.415,0,0,39.415,1,32362,2017-03-07 04:06:52
2011,GAS GATHERING,INTRASTATE,NATURAL GAS,0,1,0,1,1,32368,2017-03-07 04:06:52
2011,GAS GATHERING,INTRASTATE,NATURAL GAS,0,132.367,0,132.367,1,32379,2017-03-07 04:06:52
2011,GAS GATHERING,INTRASTATE,NATURAL GAS,3.5,0,0,3.5,1,32388,2017-03-07 04:06:52
2011,GAS GATHERING,INTRASTATE,NATURAL GAS,4.8,0,0,4.8,1,32401,2017-03-07 04:06:52
2011,GAS GATHERING,INTRASTATE,NATURAL GAS,1.05,0,0,1.05,1,32406,2017-03-07 04:06:52
2011,GAS GATHERING,INTRASTATE,NATURAL GAS,0.22,0,0,0.22,1,32408,2017-03-07 04:06:52
2011,GAS GATHERING,INTRASTATE,NATURAL GAS,6.1,1,0,7.1,1,32412,2017-03-07 04:06:52
2011,GAS GATHERING,INTRASTATE,NATURAL GAS,36.62,0,0,36.62,1,32413,2017-03-07 04:06:52
2011,GAS GATHERING,INTRASTATE,NATURAL GAS,0.5,5.6,0,6.1,1,32414,2017-03-07 04:06:52
2011,GAS GATHERING,INTRASTATE,NATURAL GAS,4.954,0,0,4.954,1,32417,2017-03-07 04:06:52
2011,GAS GATHERING,INTRASTATE,NATURAL GAS,0,11,0,11,1,32427,2017-03-07 04:06:52
2011,GAS GATHERING,INTRASTATE,NATURAL GAS,0,0,53.34,53.34,1,32430,2017-03-07 04:06:52
2011,GAS GATHERING,INTRASTATE,NATURAL GAS,4.5,0,0,4.5,1,32438,2017-03-07 04:06:52
2011,GAS GATHERING,INTRASTATE,NATURAL GAS,1,0,0,1,1,32444,2017-03-07 04:06:52
2011,GAS GATHERING,INTRASTATE,NATURAL GAS,3,0,0,3,1,32449,2017-03-07 04:06:52
2011,GAS GATHERING,INTRASTATE,NATURAL GAS,4,0,0,4,1,32451,2017-03-07 04:06:52
2011,GAS GATHERING,INTRASTATE,NATURAL GAS,1.07,0,0,1.07,1,32477,2017-03-07 04:06:52
2011,GAS GATHERING,INTRASTATE,NATURAL GAS,15.7,0.2,0,15.9,1,32478,2017-03-07 04:06:52
2011,GAS GATHERING,INTRASTATE,NATURAL GAS,2.12,0,0,2.12,1,32484,2017-03-07 04:06:52
2011,GAS GATHERING,INTRASTATE,NATURAL GAS,19.08,0,0,19.08,1,32485,2017-03-07 04:06:52
2011,GAS GATHERING,INTRASTATE,NATURAL GAS,0,0,8.5,8.5,1,32497,2017-03-07 04:06:52
2011,GAS GATHERING,INTRASTATE,NATURAL GAS,3,0,0,3,1,32498,2017-03-07 04:06:52
2011,GAS GATHERING,INTRASTATE,NATURAL GAS,5.2,0,0,5.2,1,32501,2017-03-07 04:06:52
2011,GAS GATHERING,INTRASTATE,NATURAL GAS,195.77,0,0,195.77,1,32514,2017-03-07 04:06:52
2011,GAS GATHERING,INTRASTATE,NATURAL GAS,0.5,29,0,29.5,1,32525,2017-03-07 04:06:52
2011,GAS GATHERING,INTRASTATE,NATURAL GAS,82.719,0,0,82.719,1,32526,2017-03-07 04:06:52
2011,GAS GATHERING,INTRASTATE,NATURAL GAS,0,1.284,0,1.284,1,32527,2017-03-07 04:06:52
2011,GAS GATHERING,INTRASTATE,NATURAL GAS,27.34,0,0,27.34,1,32529,2017-03-07 04:06:52
2011,GAS GATHERING,INTRASTATE,NATURAL GAS,3.794,0,0,3.794,1,32533,2017-03-07 04:06:52
2011,GAS GATHERING,INTRASTATE,NATURAL GAS,24.19,0,0,24.19,1,32536,2017-03-07 04:06:52
2011,GAS GATHERING,INTRASTATE,NATURAL GAS,2,0,0,2,1,32548,2017-03-07 04:06:52
2011,GAS GATHERING,INTRASTATE,NATURAL GAS,42.7,0,0,42.7,1,32550,2017-03-07 04:06:52
2011,GAS GATHERING,INTRASTATE,NATURAL GAS,0,10.1,0,10.1,1,32556,2017-03-07 04:06:52
2011,GAS GATHERING,INTRASTATE,NATURAL GAS,0,9.6,0,9.6,1,32574,2017-03-07 04:06:52
2011,GAS GATHERING,INTRASTATE,NATURAL GAS,1.8,0,0,1.8,1,32589,2017-03-07 04:06:52
2011,GAS GATHERING,INTRASTATE,NATURAL GAS,8.88,4.3,0,13.18,1,32590,2017-03-07 04:06:52
2011,GAS GATHERING,INTRASTATE,NATURAL GAS,0,0,10.95,10.95,1,32591,2017-03-07 04:06:52
2011,GAS GATHERING,INTRASTATE,NATURAL GAS,2.94,0,0,2.94,1,32592,2017-03-07 04:06:52
2011,GAS GATHERING,INTRASTATE,NATURAL GAS,17.1,0,1.98,19.08,1,32593,2017-03-07 04:06:52
2011,GAS GATHERING,INTRASTATE,NATURAL GAS,0,2.432,1.335,3.767,1,32602,2017-03-07 04:06:52
2011,GAS GATHERING,INTRASTATE,NATURAL GAS,5.9,0,0,5.9,1,32606,2017-03-07 04:06:52
2011,GAS GATHERING,INTRASTATE,NATURAL GAS,0,6.5,0,6.5,1,32609,2017-03-07 04:06:52
2011,GAS GATHERING,INTRASTATE,NATURAL GAS,0,7,0,7,1,32615,2017-03-07 04:06:52
2011,GAS GATHERING,INTRASTATE,NATURAL GAS,16,0,0,16,1,32620,2017-03-07 04:06:52
2011,GAS GATHERING,INTRASTATE,NATURAL GAS,3.7,0,0,3.7,1,32624,2017-03-07 04:06:52
2011,GAS GATHERING,INTRASTATE,NATURAL GAS,0,0,8.9,8.9,1,32625,2017-03-07 04:06:52
2011,GAS GATHERING,INTRASTATE,NATURAL GAS,0,1.5,0,1.5,1,32628,2017-03-07 04:06:52
2011,GAS GATHERING,INTRASTATE,NATURAL GAS,8.03,0,0,8.03,1,32630,2017-03-07 04:06:52
2011,GAS GATHERING,INTRASTATE,NATURAL GAS,14.5,11.9,1.4,27.8,1,32646,2017-03-07 04:06:52
2011,GAS GATHERING,INTRASTATE,NATURAL GAS,41.9,0,0,41.9,1,32649,2017-03-07 04:06:52
2011,GAS GATHERING,INTRASTATE,NATURAL GAS,0,100.5,0,100.5,1,32651,2017-03-07 04:06:52
2011,GAS GATHERING,INTRASTATE,NATURAL GAS,0,2,0,2,1,32654,2017-03-07 04:06:52
2011,GAS GATHERING,INTRASTATE,NATURAL GAS,0,7,0,7,1,32659,2017-03-07 04:06:52
2011,GAS GATHERING,INTRASTATE,NATURAL GAS,0,1,0,1,1,32662,2017-03-07 04:06:52
2011,GAS GATHERING,INTRASTATE,NATURAL GAS,2.822,0,0,2.822,1,32667,2017-03-07 04:06:52
2011,GAS GATHERING,INTRASTATE,NATURAL GAS,0.7,0,0,0.7,1,32673,2017-03-07 04:06:52
2011,GAS GATHERING,INTRASTATE,NATURAL GAS,14.5,0,0,14.5,1,38886,2017-03-07 04:06:52
2011,GAS GATHERING,INTRASTATE,NATURAL GAS,7.6,5.2,0,12.8,1,38889,2017-03-07 04:06:52
2011,GAS GATHERING,INTRASTATE,NATURAL GAS,1.25,0,0,1.25,1,38890,2017-03-07 04:06:52
2011,GAS GATHERING,INTRASTATE,NATURAL GAS,0,22,0,22,1,38892,2017-03-07 04:06:52
2011,GAS GATHERING,INTRASTATE,NATURAL GAS,0,0,5.08,5.08,1,38912,2017-03-07 04:06:52
2011,GAS GATHERING,INTRASTATE,NATURAL GAS,0,2.39,0,2.39,1,38942,2017-03-07 04:06:52
2011,GAS GATHERING,INTRASTATE,NATURAL GAS,2.11,0,0,2.11,1,38949,2017-03-07 04:06:52
2011,GAS GATHERING,INTRASTATE,NATURAL GAS,1,0,7,8,1,38989,2017-03-07 04:06:52
2011,GAS GATHERING,INTRASTATE,NATURAL GAS,0,2,1,3,1,38999,2017-03-07 04:06:52
2011,GAS GATHERING,INTRASTATE,NATURAL GAS,0,0,0.5,0.5,1,39001,2017-03-07 04:06:52
2011,GAS GATHERING,INTRASTATE,NATURAL GAS,0,0,25,25,1,39014,2017-03-07 04:06:52
2011,GAS GATHERING,INTRASTATE,NATURAL GAS,5.1,0,2.1,7.2,1,39016,2017-03-07 04:06:52
2011,GAS GATHERING,INTRASTATE,NATURAL GAS,0,0,20.085,20.085,1,39024,2017-03-07 04:06:52
2011,GAS GATHERING,INTRASTATE,NATURAL GAS,0,0,7,7,1,39041,2017-03-07 04:06:52
2011,GAS GATHERING,INTRASTATE,OTHER GAS,114.59,0,0,114.59,1,32439,2017-03-07 04:06:52
2011,GAS GATHERING,INTRASTATE,SYNTHETIC GAS,3,0,0,3,1,32037,2017-03-07 04:06:52
2011,GAS GATHERING,INTRASTATE,SYNTHETIC GAS,1,0,0,1,1,38900,2017-03-07 04:06:52
2012,GAS GATHERING,INTERSTATE,NATURAL GAS,0,0,412,412,1,994,2017-03-07 04:06:52
2012,GAS GATHERING,INTERSTATE,NATURAL GAS,8.3,0,0,8.3,1,1007,2017-03-07 04:06:52
2012,GAS GATHERING,INTERSTATE,NATURAL GAS,0,0,50,50,1,1472,2017-03-07 04:06:52
2012,GAS GATHERING,INTERSTATE,NATURAL GAS,0,0,36.5,36.5,1,1552,2017-03-07 04:06:52
2012,GAS GATHERING,INTERSTATE,NATURAL GAS,4.7,37.3,0,42,1,2616,2017-03-07 04:06:52
2012,GAS GATHERING,INTERSTATE,NATURAL GAS,25.1,2.95,0,28.05,1,2714,2017-03-07 04:06:52
2012,GAS GATHERING,INTERSTATE,NATURAL GAS,0,0,28.87,28.87,1,4908,2017-03-07 04:06:52
2012,GAS GATHERING,INTERSTATE,NATURAL GAS,2.014,0,0,2.014,1,7338,2017-03-07 04:06:52
2012,GAS GATHERING,INTERSTATE,NATURAL GAS,16,0,0,16,1,8326,2017-03-07 04:06:52
2012,GAS GATHERING,INTERSTATE,NATURAL GAS,31,0,0,31,1,11175,2017-03-07 04:06:52
2012,GAS GATHERING,INTERSTATE,NATURAL GAS,0,0,12.12,12.12,1,12303,2017-03-07 04:06:52
2012,GAS GATHERING,INTERSTATE,NATURAL GAS,0,0,9,9,1,12462,2017-03-07 04:06:52
2012,GAS GATHERING,INTERSTATE,NATURAL GAS,1,0,0,1,1,12894,2017-03-07 04:06:52
2012,GAS GATHERING,INTERSTATE,NATURAL GAS,0,19.009,0,19.009,1,13063,2017-03-07 04:06:52
2012,GAS GATHERING,INTERSTATE,NATURAL GAS,0,0,224.28,224.28,1,18273,2017-03-07 04:06:52
2012,GAS GATHERING,INTERSTATE,NATURAL GAS,0,0,284.4,284.4,1,18646,2017-03-07 04:06:52
2012,GAS GATHERING,INTERSTATE,NATURAL GAS,0,0,20.94,20.94,1,18667,2017-03-07 04:06:52
2012,GAS GATHERING,INTERSTATE,NATURAL GAS,1.5,16.9,0,18.4,1,19035,2017-03-07 04:06:52
2012,GAS GATHERING,INTERSTATE,NATURAL GAS,10.779,0,1560.06,1570.839,1,19570,2017-03-07 04:06:52
2012,GAS GATHERING,INTERSTATE,NATURAL GAS,0,0,34.8,34.8,1,30020,2017-03-07 04:06:52
2012,GAS GATHERING,INTERSTATE,NATURAL GAS,0,0,244,244,1,30940,2017-03-07 04:06:52
2012,GAS GATHERING,INTERSTATE,NATURAL GAS,1.478,0,111.609,113.087,1,31130,2017-03-07 04:06:52
2012,GAS GATHERING,INTERSTATE,NATURAL GAS,0,0,15.4,15.4,1,31296,2017-03-07 04:06:52
2012,GAS GATHERING,INTERSTATE,NATURAL GAS,0,0,14.22,14.22,1,31336,2017-03-07 04:06:52
2012,GAS GATHERING,INTERSTATE,NATURAL GAS,0,0,408.6,408.6,1,31485,2017-03-07 04:06:52
2012,GAS GATHERING,INTERSTATE,NATURAL GAS,0,0,976.6,976.6,1,31618,2017-03-07 04:06:52
2012,GAS GATHERING,INTERSTATE,NATURAL GAS,57.5,9.9,23.5,90.9,1,31728,2017-03-07 04:06:52
2012,GAS GATHERING,INTERSTATE,NATURAL GAS,0,0,12,12,1,31983,2017-03-07 04:06:52
2012,GAS GATHERING,INTERSTATE,NATURAL GAS,9,0,48,57,1,31995,2017-03-07 04:06:52
2012,GAS GATHERING,INTERSTATE,NATURAL GAS,0.48,0.23,41.96,42.67,1,32083,2017-03-07 04:06:52
2012,GAS GATHERING,INTERSTATE,NATURAL GAS,1,0,0,1,1,32131,2017-03-07 04:06:52
2012,GAS GATHERING,INTERSTATE,NATURAL GAS,6.01,0,0,6.01,1,32262,2017-03-07 04:06:52
2012,GAS GATHERING,INTERSTATE,NATURAL GAS,0,0,255,255,1,32296,2017-03-07 04:06:52
2012,GAS GATHERING,INTERSTATE,NATURAL GAS,0,2.44,0,2.44,1,32314,2017-03-07 04:06:52
2012,GAS GATHERING,INTERSTATE,NATURAL GAS,0,0,69.53,69.53,1,32532,2017-03-07 04:06:52
2012,GAS GATHERING,INTERSTATE,NATURAL GAS,0,0,5.94,5.94,1,32584,2017-03-07 04:06:52
2012,GAS GATHERING,INTERSTATE,NATURAL GAS,3.8,0,0,3.8,1,32680,2017-03-07 04:06:52
2012,GAS GATHERING,INTERSTATE,NATURAL GAS,0.8,0,0,0.8,1,38941,2017-03-07 04:06:52
2012,GAS GATHERING,INTRASTATE,LANDFILL GAS,0,0.6,0,0.6,1,31902,2017-03-07 04:06:52
2012,GAS GATHERING,INTRASTATE,NATURAL GAS,0,10,0,10,1,144,2017-03-07 04:06:52
2012,GAS GATHERING,INTRASTATE,NATURAL GAS,29.2,37.8,0,67,1,402,2017-03-07 04:06:52
2012,GAS GATHERING,INTRASTATE,NATURAL GAS,328.5,0,0,328.5,1,473,2017-03-07 04:06:52
2012,GAS GATHERING,INTRASTATE,NATURAL GAS,0,27.009,0,27.009,1,630,2017-03-07 04:06:52
2012,GAS GATHERING,INTRASTATE,NATURAL GAS,0,18,0,18,1,878,2017-03-07 04:06:52
2012,GAS GATHERING,INTRASTATE,NATURAL GAS,5.1,0,0,5.1,1,990,2017-03-07 04:06:52
2012,GAS GATHERING,INTRASTATE,NATURAL GAS,8,0,0,8,1,999,2017-03-07 04:06:52
2012,GAS GATHERING,INTRASTATE,NATURAL GAS,0,24,0,24,1,1042,2017-03-07 04:06:52
2012,GAS GATHERING,INTRASTATE,NATURAL GAS,29,0,0,29,1,1065,2017-03-07 04:06:52
2012,GAS GATHERING,INTRASTATE,NATURAL GAS,1.2,0,0,1.2,1,1130,2017-03-07 04:06:52
2012,GAS GATHERING,INTRASTATE,NATURAL GAS,0,0.25,0,0.25,1,1426,2017-03-07 04:06:52
2012,GAS GATHERING,INTRASTATE,NATURAL GAS,8,0,0,8,1,1472,2017-03-07 04:06:52
2012,GAS GATHERING,INTRASTATE,NATURAL GAS,0.351,6.589,6.032,12.972,1,2001,2017-03-07 04:06:52
2012,GAS GATHERING,INTRASTATE,NATURAL GAS,13.591,70.577,0,84.168,1,2859,2017-03-07 04:06:52
2012,GAS GATHERING,INTRASTATE,NATURAL GAS,1,0,0,1,1,3146,2017-03-07 04:06:52
2012,GAS GATHERING,INTRASTATE,NATURAL GAS,0,20.459,0,20.459,1,3260,2017-03-07 04:06:52
2012,GAS GATHERING,INTRASTATE,NATURAL GAS,13.43,0,0,13.43,1,3345,2017-03-07 04:06:52
2012,GAS GATHERING,INTRASTATE,NATURAL GAS,29.78,0,0,29.78,1,3527,2017-03-07 04:06:52
2012,GAS GATHERING,INTRASTATE,NATURAL GAS,300.4,671.84,0,972.24,1,4060,2017-03-07 04:06:52
2012,GAS GATHERING,INTRASTATE,NATURAL GAS,102.71,0,0,102.71,1,4461,2017-03-07 04:06:52
2012,GAS GATHERING,INTRASTATE,NATURAL GAS,0,86.579,0,86.579,1,4510,2017-03-07 04:06:52
2012,GAS GATHERING,INTRASTATE,NATURAL GAS,12.9,0,0,12.9,1,4900,2017-03-07 04:06:52
2012,GAS GATHERING,INTRASTATE,NATURAL GAS,7.95,7.85,62.72,78.52,1,4908,2017-03-07 04:06:52
2012,GAS GATHERING,INTRASTATE,NATURAL GAS,0,78,0,78,1,5524,2017-03-07 04:06:52
2012,GAS GATHERING,INTRASTATE,NATURAL GAS,3,0,0,3,1,6255,2017-03-07 04:06:52
2012,GAS GATHERING,INTRASTATE,NATURAL GAS,56.3,36.22,0,92.52,1,7348,2017-03-07 04:06:52
2012,GAS GATHERING,INTRASTATE,NATURAL GAS,20.86,0,0,20.86,1,9011,2017-03-07 04:06:52
2012,GAS GATHERING,INTRASTATE,NATURAL GAS,12.76,0,0,12.76,1,9012,2017-03-07 04:06:52
2012,GAS GATHERING,INTRASTATE,NATURAL GAS,0,56.34,22.52,78.86,1,11272,2017-03-07 04:06:52
2012,GAS GATHERING,INTRASTATE,NATURAL GAS,0,2,0,2,1,12059,2017-03-07 04:06:52
2012,GAS GATHERING,INTRASTATE,NATURAL GAS,4.7,2.5,0,7.2,1,12125,2017-03-07 04:06:52
2012,GAS GATHERING,INTRASTATE,NATURAL GAS,1.5,0,0,1.5,1,12395,2017-03-07 04:06:52
2012,GAS GATHERING,INTRASTATE,NATURAL GAS,42.03,0,0,42.03,1,12408,2017-03-07 04:06:52
2012,GAS GATHERING,INTRASTATE,NATURAL GAS,0,17,0,17,1,12878,2017-03-07 04:06:52
2012,GAS GATHERING,INTRASTATE,NATURAL GAS,7.863,21.973,0,29.836,1,12930,2017-03-07 04:06:52
2012,GAS GATHERING,INTRASTATE,NATURAL GAS,0,241.5,0,241.5,1,13062,2017-03-07 04:06:52
2012,GAS GATHERING,INTRASTATE,NATURAL GAS,12.35,2.58,0,14.93,1,13131,2017-03-07 04:06:52
2012,GAS GATHERING,INTRASTATE,NATURAL GAS,0,9.599,0,9.599,1,13302,2017-03-07 04:06:52
2012,GAS GATHERING,INTRASTATE,NATURAL GAS,0,0.64,0,0.64,1,14356,2017-03-07 04:06:52
2012,GAS GATHERING,INTRASTATE,NATURAL GAS,3.9,0,0,3.9,1,15007,2017-03-07 04:06:52
2012,GAS GATHERING,INTRASTATE,NATURAL GAS,0,1.22,0,1.22,1,15208,2017-03-07 04:06:52
2012,GAS GATHERING,INTRASTATE,NATURAL GAS,4.34,0,0,4.34,1,15259,2017-03-07 04:06:52
2012,GAS GATHERING,INTRASTATE,NATURAL GAS,4.132,160.479,0,164.611,1,15350,2017-03-07 04:06:52
2012,GAS GATHERING,INTRASTATE,NATURAL GAS,6.857,0,0,6.857,1,15444,2017-03-07 04:06:52
2012,GAS GATHERING,INTRASTATE,NATURAL GAS,31.6,0,14.58,46.18,1,15454,2017-03-07 04:06:52
2012,GAS GATHERING,INTRASTATE,NATURAL GAS,7,0,0,7,1,15815,2017-03-07 04:06:52
2012,GAS GATHERING,INTRASTATE,NATURAL GAS,0.9,0,0,0.9,1,15931,2017-03-07 04:06:52
2012,GAS GATHERING,INTRASTATE,NATURAL GAS,7.5,0,0,7.5,1,18201,2017-03-07 04:06:52
2012,GAS GATHERING,INTRASTATE,NATURAL GAS,92.69,0,0,92.69,1,18388,2017-03-07 04:06:52
2012,GAS GATHERING,INTRASTATE,NATURAL GAS,0,3,0,3,1,18465,2017-03-07 04:06:52
2012,GAS GATHERING,INTRASTATE,NATURAL GAS,2,0,0,2,1,18542,2017-03-07 04:06:52
2012,GAS GATHERING,INTRASTATE,NATURAL GAS,282.05,0,0,282.05,1,18548,2017-03-07 04:06:52
2012,GAS GATHERING,INTRASTATE,NATURAL GAS,0,6.95,0,6.95,1,18667,2017-03-07 04:06:52
2012,GAS GATHERING,INTRASTATE,NATURAL GAS,17.5,1,0,18.5,1,19035,2017-03-07 04:06:52
2012,GAS GATHERING,INTRASTATE,NATURAL GAS,7,0,0,7,1,19102,2017-03-07 04:06:52
2012,GAS GATHERING,INTRASTATE,NATURAL GAS,13.67,0,0,13.67,1,19125,2017-03-07 04:06:52
2012,GAS GATHERING,INTRASTATE,NATURAL GAS,13.4,0,0,13.4,1,19269,2017-03-07 04:06:52
2012,GAS GATHERING,INTRASTATE,NATURAL GAS,0,0,11.22,11.22,1,19410,2017-03-07 04:06:52
2012,GAS GATHERING,INTRASTATE,NATURAL GAS,0,5.68,0,5.68,1,20132,2017-03-07 04:06:52
2012,GAS GATHERING,INTRASTATE,NATURAL GAS,0,0,11.49,11.49,1,22110,2017-03-07 04:06:52
2012,GAS GATHERING,INTRASTATE,NATURAL GAS,6.4,0,0,6.4,1,22435,2017-03-07 04:06:52
2012,GAS GATHERING,INTRASTATE,NATURAL GAS,63.57,0,0,63.57,1,22465,2017-03-07 04:06:52
2012,GAS GATHERING,INTRASTATE,NATURAL GAS,4.32,0,0,4.32,1,26040,2017-03-07 04:06:52
2012,GAS GATHERING,INTRASTATE,NATURAL GAS,24,2.9,0,26.9,1,26330,2017-03-07 04:06:52
2012,GAS GATHERING,INTRASTATE,NATURAL GAS,5.6,0,0,5.6,1,30001,2017-03-07 04:06:52
