Calendar Year,System Type,Inter/Intra,Commodity,Type A Miles,Type B Miles,Offshore Miles,Total Miles,Operator Count,Operator Count, VALUEOF(PORTAL_DATE)
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,1.2,0,0,1.2,1,1130,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,0,0.25,0,0.25,1,1426,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,0.351,6.588,5.122,12.061,1,2001,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,16.36,70.618,0,86.978,1,2859,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,1,0,0,1,1,3146,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,0,20.459,0,20.459,1,3260,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,23.93,0,0,23.93,1,3345,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,1.22,0,0,1.22,1,3527,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,257.92,663.8,0,921.72,1,4060,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,92.44,15.38,0,107.82,1,4461,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,0,88.909,0,88.909,1,4510,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,11.4,0,0,11.4,1,4900,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,7.95,4.88,62.72,75.55,1,4908,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,0,78,0,78,1,5524,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,3,0,0,3,1,6255,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,29.44,37.096,0,66.536,1,7348,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,20.45,0,0,20.45,1,9011,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,11.83,0,0,11.83,1,9012,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,0,56.34,22.52,78.86,1,11272,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,0,100,0,100,1,11525,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,0,2,0,2,1,12059,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,0.3,0,0,0.3,1,12125,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,1.5,0,0,1.5,1,12395,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,50.53,0,0,50.53,1,12408,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,0,17,0,17,1,12878,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,7.863,21.973,0,29.836,1,12930,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,0,64.4,0,64.4,1,13062,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,7.37,2.58,0,9.95,1,13131,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,3.503,6.065,0,9.568,1,13302,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,0,0.64,0,0.64,1,14356,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,0,1.22,0,1.22,1,15208,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,1.575,161.937,0,163.512,1,15350,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,31.6,0,14.58,46.18,1,15454,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,7,0,0,7,1,15815,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,0.9,0,0,0.9,1,15931,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,8.2,0,0,8.2,1,18201,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,92.69,0,0,92.69,1,18388,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,6.53,0,0,6.53,1,18542,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,316.27,0,0,316.27,1,18548,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,0,10.53,0,10.53,1,18667,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,18.8,1,0,19.8,1,19035,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,7,0,0,7,1,19102,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,13.67,0,0,13.67,1,19125,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,13.4,0,0,13.4,1,19269,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,0,0,11.22,11.22,1,19410,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,0,5.68,0,5.68,1,20132,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,0,0,11.49,11.49,1,22110,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,6.23,0,0,6.23,1,22435,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,0,63.78,0,63.78,1,22465,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,4.32,0,0,4.32,1,26040,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,24.98,2.87,0,27.85,1,26330,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,5.6,0,0,5.6,1,30001,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,0,0,34.8,34.8,1,30020,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,22,1.54,0,23.54,1,30029,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,0,26,0,26,1,30034,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,4.5,0,0,4.5,1,30056,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,0,12,0,12,1,30065,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,0,11.18,0,11.18,1,30588,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,6.29,0,0,6.29,1,30619,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,60,27,0,87,1,30629,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,17.47,0,6.2,23.67,1,30691,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,50.777,1.128,0,51.905,1,30711,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,3.7,28.5,0,32.2,1,30713,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,0,1.68,25.12,26.8,1,30716,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,0,9.63,0,9.63,1,30718,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,1.3,0,0,1.3,1,30748,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,2.773,0,0,2.773,1,30782,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,3,0,0,3,1,30785,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,0,0,46,46,1,30792,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,2,0,0,2,1,30794,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,4.45,0,0,4.45,1,30807,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,131.14,21.78,0,152.92,1,30826,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,0,5.44,0,5.44,1,30850,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,0,3,0,3,1,30914,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,3.22,0,0,3.22,1,30940,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,1,0,0,1,1,30948,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,5.4,0,0,5.4,1,30981,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,11.4,0,0,11.4,1,31067,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,0,3.1,0,3.1,1,31068,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,0,1,0,1,1,31075,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,0,5,0,5,1,31104,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,0,7,0,7,1,31106,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,4,0,2,6,1,31108,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,1,0,0,1,1,31116,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,702.399,560.99,122.476,1385.865,1,31130,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,107.2,11.5,8,126.7,1,31178,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,70.5,30.5,0,101,1,31202,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,0.78,0,0,0.78,1,31219,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,3,0,0,3,1,31231,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,13.163,147.942,0,161.105,1,31246,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,0,4.25,0,4.25,1,31255,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,1,0,0,1,1,31257,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,295.49,0,0,295.49,1,31304,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,0,0,2.57,2.57,1,31336,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,1.2,0,0,1.2,1,31361,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,0,0,10.95,10.95,1,31365,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,1.53,0,0,1.53,1,31382,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,6.2,0.48,0,6.68,1,31408,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,0,1.3,0,1.3,1,31428,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,5,0,0,5,1,31429,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,3.19,0,0,3.19,1,31430,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,0,3.28,0,3.28,1,31450,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,9.63,9.49,0,19.12,1,31451,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,14.7,36.48,0,51.18,1,31472,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,8,0,0,8,1,31477,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,2.76,0,0,2.76,1,31492,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,0,1,0,1,1,31501,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,0,13.2,0,13.2,1,31541,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,57.86,0,0,57.86,1,31557,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,1.75,0,0,1.75,1,31564,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,0,2,0,2,1,31575,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,0,2,0,2,1,31582,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,6,5,0,11,1,31585,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,19,0,0,19,1,31595,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,81.96,41.7,0,123.66,1,31604,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,23,0,0,23,1,31605,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,165.66,0,0,165.66,1,31613,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,422.01,0,0,422.01,1,31618,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,0,3.6,0,3.6,1,31629,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,21.5,1.7,0,23.2,1,31630,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,0,10.3,0,10.3,1,31656,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,0,4.88,0,4.88,1,31668,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,0,0,55.83,55.83,1,31672,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,0,9.12,0,9.12,1,31688,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,32.46,0,0,32.46,1,31690,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,595.563,76.653,0,672.216,1,31703,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,0,2.51,0,2.51,1,31707,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,3.01,12.25,0,15.26,1,31719,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,98.5,0,0,98.5,1,31726,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,0,2.54,0,2.54,1,31730,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,0.9,0,0,0.9,1,31735,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,2.68,0,0,2.68,1,31738,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,0,13.4,0,13.4,1,31740,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,0.5,67.5,0,68,1,31753,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,39.22,0,0,39.22,1,31755,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,5.7,0,0,5.7,1,31774,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,9.15,0,0,9.15,1,31775,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,11.95,0,0,11.95,1,31776,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,4.2,0,0,4.2,1,31778,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,2,0,0,2,1,31803,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,0,0,79.18,79.18,1,31804,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,0,4.23,0,4.23,1,31806,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,74.3,1.4,0,75.7,1,31852,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,3.35,0,0,3.35,1,31864,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,0,1,0,1,1,31875,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,4,0,0,4,1,31876,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,5.5,0,0,5.5,1,31880,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,3,0,0,3,1,31882,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,2,0,0,2,1,31910,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,0,3,0,3,1,31919,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,6,0,0,6,1,31925,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,0,2,0,2,1,31929,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,0,2.3,0,2.3,1,31931,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,0,1,0,1,1,31934,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,97.13,0,0,97.13,1,31943,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,19,0,0,19,1,31967,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,1.78,0,0,1.78,1,32004,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,0,95.615,0,95.615,1,32007,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,18.555,0,0,18.555,1,32045,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,0,0,54.69,54.69,1,32052,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,38,0,0,38,1,32055,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,7.11,0,0,7.11,1,32073,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,0,2.19,8.71,10.9,1,32083,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,91.8,0,93.6,185.4,1,32099,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,0,1.4,0,1.4,1,32111,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,1.368,0,0,1.368,1,32112,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,208.52,0,0,208.52,1,32118,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,366,0,0,366,1,32124,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,32.66,0,0,32.66,1,32160,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,3.11,11.46,0,14.57,1,32166,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,3.1,0,0,3.1,1,32168,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,29.5,0,0,29.5,1,32171,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,0,2,0,2,1,32175,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,11,9.49,0,20.49,1,32178,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,25,0,0,25,1,32181,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,0,1,0,1,1,32189,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,0,2.4,0,2.4,1,32197,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,0,4.5,0,4.5,1,32200,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,6.47,0,8.25,14.72,1,32205,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,4.23,0,0,4.23,1,32218,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,55.53,0.35,0,55.88,1,32228,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,82.2,0,0,82.2,1,32231,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,0,12.45,0.85,13.3,1,32233,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,15.98,0,0,15.98,1,32234,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,14.5,0,0,14.5,1,32236,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,2,0,0,2,1,32240,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,0,0,7.89,7.89,1,32244,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,0,0,2.22,2.22,1,32255,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,0,8.53,0,8.53,1,32268,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,5.48,0,0,5.48,1,32271,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,2.1,0,0,2.1,1,32273,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,3.63,0,0,3.63,1,32286,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,9.6,5.1,0,14.7,1,32292,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,5.54,0,0,5.54,1,32293,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,142.8,5.5,0,148.3,1,32296,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,0,8,0,8,1,32309,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,33.2,4.5,0,37.7,1,32312,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,1.1,0,0,1.1,1,32337,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,6.4,0,0,6.4,1,32352,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,96.7,0,0,96.7,1,32354,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,0,1,0,1,1,32368,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,0,130.687,0,130.687,1,32379,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,10.77,0.11,0,10.88,1,32388,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,5.2,0,0,5.2,1,32406,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,0.217,0,0,0.217,1,32408,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,6.1,1,0,7.1,1,32412,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,17.95,0,0,17.95,1,32413,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,0,5.6,0,5.6,1,32414,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,4.06,0,0,4.06,1,32417,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,1.73,4.82,0,6.55,1,32427,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,0,0,41.4,41.4,1,32430,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,1,0,0,1,1,32444,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,7.1,0,0,7.1,1,32449,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,4,0,0,4,1,32451,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,0.12,0,0,0.12,1,32453,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,2.3,0,0,2.3,1,32461,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,1.07,0,0,1.07,1,32477,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,15.7,0.44,0,16.14,1,32478,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,2.12,0,0,2.12,1,32484,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,19.08,0,0,19.08,1,32485,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,10.3,2,0,12.3,1,32509,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,193.76,0,0,193.76,1,32514,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,0.5,29,0,29.5,1,32525,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,75.22,6.61,0,81.83,1,32526,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,0,1.284,0,1.284,1,32527,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,27.34,0,0,27.34,1,32529,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,0,0,19.23,19.23,1,32532,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,2.659,0,0,2.659,1,32533,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,38.73,5.76,0,44.49,1,32536,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,0,7.57,0,7.57,1,32590,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,0,0,10.95,10.95,1,32591,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,4.04,0,0,4.04,1,32592,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,15.47,0,3.07,18.54,1,32593,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,1,0,0,1,1,32595,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,0,2.432,1.335,3.767,1,32602,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,12.4,0,0,12.4,1,32606,2017-03-07 04:06:52
2013,GAS GATHERING,INTRASTATE,NATURAL GAS,0,4.9,0,4.9,1,32609,2017-03-07 04:06:52
